trainer_id,trainer_name,trainer_class,slot,original_species,new_species,bst_delta,shared_types,shared_egggroups,category_rule,mono_type_rule_applied,fallback_tier,unchanged,reason
196,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_MURKROW,SPECIES_NATU,-85,FLYING,FLYING,normal_pool,0,3,0,ok
197,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_KOFFING,SPECIES_HAUNTER,65,POISON,AMORPHOUS,normal_pool,0,2,0,ok
197,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_WEEZING_GALARIAN,SPECIES_ALCREMIE,5,FAIRY,AMORPHOUS,normal_pool,0,1,0,ok
198,Grunt,TRAINERCLASS_TEAM_ROCKET_F,0,SPECIES_NIDOKING,SPECIES_ARBOK,-57,POISON,FIELD,normal_pool,0,2,0,ok
199,Grunt,TRAINERCLASS_TEAM_ROCKET_F,0,SPECIES_BRELOOM,SPECIES_CHERRIM,-10,GRASS,"FAIRY,GRASS",normal_pool,0,1,0,ok
199,Grunt,TRAINERCLASS_TEAM_ROCKET_F,1,SPECIES_SNOVER,SPECIES_PETILIL,-54,GRASS,GRASS,normal_pool,0,2,0,ok
200,Grunt,TRAINERCLASS_TEAM_ROCKET_F,0,SPECIES_NIDORAN_M,SPECIES_EKANS,15,POISON,FIELD,normal_pool,0,1,0,ok
200,Grunt,TRAINERCLASS_TEAM_ROCKET_F,1,SPECIES_FOMANTIS,SPECIES_STEENEE,40,GRASS,GRASS,normal_pool,0,1,0,ok
200,Grunt,TRAINERCLASS_TEAM_ROCKET_F,2,SPECIES_STUNKY,SPECIES_SANDILE,-37,DARK,FIELD,normal_pool,0,1,0,ok
200,Grunt,TRAINERCLASS_TEAM_ROCKET_F,3,SPECIES_BAYLEEF,SPECIES_CHIKORITA,-87,GRASS,"GRASS,MONSTER",normal_pool,0,3,0,ok
201,Andrew,TRAINERCLASS_POKE_MANIAC,0,SPECIES_MARSHTOMP,SPECIES_GABITE,5,GROUND,MONSTER,normal_pool,0,1,0,ok
201,Andrew,TRAINERCLASS_POKE_MANIAC,1,SPECIES_NIDOKING,SPECIES_VENUSAUR,20,POISON,MONSTER,normal_pool,0,1,0,ok
202,Calvin,TRAINERCLASS_POKE_MANIAC,0,SPECIES_HELIOLISK,SPECIES_LICKILICKY,34,NORMAL,MONSTER,normal_pool,0,1,0,ok
203,Phillip,TRAINERCLASS_HIKER,0,SPECIES_GEODUDE_ALOLAN,SPECIES_NACLI,-20,ROCK,MINERAL,normal_pool,0,1,0,ok
203,Phillip,TRAINERCLASS_HIKER,1,SPECIES_ONIX,SPECIES_GRAVELER,5,"GROUND,ROCK",MINERAL,normal_pool,0,1,0,ok
204,Leonard,TRAINERCLASS_HIKER,0,SPECIES_GOLETT,SPECIES_BALTOY,-3,GROUND,MINERAL,normal_pool,0,1,0,ok
204,Leonard,TRAINERCLASS_HIKER,1,SPECIES_MEDITITE,SPECIES_MACHOP,25,FIGHTING,HUMAN_LIKE,normal_pool,0,1,0,ok
205,Nick,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_SALANDIT,SPECIES_SKRELP,0,POISON,DRAGON,normal_pool,0,1,0,ok
205,Nick,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_CLAMPERL,SPECIES_PIPLUP,-31,WATER,WATER_1,normal_pool,0,1,0,ok
205,Nick,TRAINERCLASS_ACE_TRAINER_M,2,SPECIES_ODDISH,SPECIES_GLOOM,75,"GRASS,POISON",GRASS,normal_pool,0,3,0,ok
206,Gwen,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_LOUDRED,SPECIES_TEDDIURSA,-30,NORMAL,FIELD,normal_pool,0,1,0,ok
206,Gwen,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_DARMANITAN_ZEN_MODE_GALARIAN,SPECIES_CETITAN,-19,ICE,FIELD,normal_pool,0,1,0,ok
206,Gwen,TRAINERCLASS_ACE_TRAINER_F,2,SPECIES_FLOATZEL,SPECIES_CRAWDAUNT,-27,WATER,WATER_1,normal_pool,0,1,0,ok
206,Gwen,TRAINERCLASS_ACE_TRAINER_F,3,SPECIES_PAWMOT,SPECIES_BOLTUND,0,ELECTRIC,FIELD,normal_pool,0,1,0,ok
207,Mickey,TRAINERCLASS_BEAUTY,0,SPECIES_YUNGOOS,SPECIES_SKWOVET,22,NORMAL,FIELD,normal_pool,0,1,0,ok
208,Mickey,TRAINERCLASS_BEAUTY,0,SPECIES_PYROAR_FEMALE,SPECIES_OINKOLOGNE_FEMALE,-18,NORMAL,FIELD,normal_pool,0,1,0,ok
209,Cassie,TRAINERCLASS_BEAUTY,0,SPECIES_FERROTHORN,SPECIES_TREVENANT,-15,GRASS,GRASS,normal_pool,0,1,0,ok
209,Cassie,TRAINERCLASS_BEAUTY,1,SPECIES_SPIDOPS,SPECIES_FROSMOTH,71,BUG,BUG,normal_pool,0,3,0,ok
210,Caroline,TRAINERCLASS_BEAUTY,0,SPECIES_CHEWTLE,SPECIES_MAREANIE,21,WATER,WATER_1,normal_pool,0,1,0,ok
210,Caroline,TRAINERCLASS_BEAUTY,1,SPECIES_PANPOUR,SPECIES_OSHAWOTT,-8,WATER,FIELD,normal_pool,0,1,0,ok
210,Caroline,TRAINERCLASS_BEAUTY,2,SPECIES_SKRELP,SPECIES_FROAKIE,-6,WATER,WATER_1,normal_pool,0,1,0,ok
211,Huey,TRAINERCLASS_SAILOR,0,SPECIES_CLAMPERL,SPECIES_SEALEO,65,WATER,WATER_1,normal_pool,0,2,0,ok
211,Huey,TRAINERCLASS_SAILOR,1,SPECIES_BRIONNE,SPECIES_ARAQUANID,34,WATER,WATER_1,normal_pool,0,1,0,ok
212,Terrell,TRAINERCLASS_SAILOR,0,SPECIES_PRINPLUP,SPECIES_BIBAREL,5,WATER,"FIELD,WATER_1",normal_pool,0,1,0,ok
213,Kent,TRAINERCLASS_SAILOR,0,SPECIES_CLAUNCHER,SPECIES_DEWPIDER,-61,WATER,WATER_1,normal_pool,0,2,0,ok
213,Kent,TRAINERCLASS_SAILOR,1,SPECIES_BINACLE,SPECIES_ANORITH,49,ROCK,WATER_3,normal_pool,0,2,0,ok
214,Roberto,TRAINERCLASS_SAILOR,0,SPECIES_TIMBURR,SPECIES_CROAGUNK,-5,FIGHTING,HUMAN_LIKE,normal_pool,0,1,0,ok
214,Roberto,TRAINERCLASS_SAILOR,1,SPECIES_CROAGUNK,SPECIES_MAKUHITA,-63,FIGHTING,HUMAN_LIKE,normal_pool,0,2,0,ok
214,Roberto,TRAINERCLASS_SAILOR,2,SPECIES_AZUMARILL,SPECIES_QUAGSIRE,10,WATER,WATER_1,normal_pool,0,1,0,ok
215,Connie,TRAINERCLASS_LASS,0,SPECIES_DUCKLETT,SPECIES_TYMPOLE,-11,WATER,WATER_1,normal_pool,0,1,0,ok
216,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_LECHONK,SPECIES_WOOLOO,16,NORMAL,FIELD,normal_pool,0,1,0,ok
216,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_MINCCINO,SPECIES_HERDIER,70,NORMAL,FIELD,normal_pool,0,2,0,ok
216,Grunt,TRAINERCLASS_TEAM_ROCKET,2,SPECIES_YUNGOOS,SPECIES_BUNNELBY,-16,NORMAL,FIELD,normal_pool,0,1,0,ok
216,Grunt,TRAINERCLASS_TEAM_ROCKET,3,SPECIES_WHISMUR,SPECIES_SLAKOTH,40,NORMAL,FIELD,normal_pool,0,1,0,ok
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_PIDGEOTTO,SPECIES_FARFETCHD,28,"FLYING,NORMAL",FLYING,normal_pool,0,1,0,ok
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_SKARMORY,SPECIES_SWELLOW,-10,FLYING,FLYING,normal_pool,0,1,0,ok
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,2,SPECIES_NATU,SPECIES_WINGULL,-50,FLYING,FLYING,normal_pool,0,2,0,ok
218,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_SWELLOW,SPECIES_SKARMORY,10,FLYING,FLYING,normal_pool,0,1,0,ok
219,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_DEERLING,SPECIES_CHESPIN,-22,GRASS,FIELD,normal_pool,0,1,0,ok
219,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_SPEAROW,SPECIES_DODUO,48,"FLYING,NORMAL",FLYING,normal_pool,0,2,0,ok
219,Grunt,TRAINERCLASS_TEAM_ROCKET,2,SPECIES_SLAKOTH,SPECIES_WHISMUR,-40,NORMAL,FIELD,normal_pool,0,1,0,ok
220,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_LARVESTA,SPECIES_DWEBBLE,-35,BUG,BUG,normal_pool,0,1,0,ok
220,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_SPEWPA,SPECIES_GRUBBIN,87,BUG,BUG,normal_pool,0,3,0,ok
221,Mickey,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_PIDGEY,SPECIES_SPEAROW,11,"FLYING,NORMAL",FLYING,normal_pool,0,1,0,ok
222,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_BIBAREL,SPECIES_SPINDA,-50,NORMAL,FIELD,normal_pool,0,2,0,ok
223,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_MEDICHAM,SPECIES_TOXICROAK,80,FIGHTING,HUMAN_LIKE,normal_pool,0,3,0,ok
223,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_SWABLU,SPECIES_STARAVIA,30,"FLYING,NORMAL",FLYING,normal_pool,0,1,0,ok
224,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_HOOTHOOT,SPECIES_ZUBAT,-17,FLYING,FLYING,normal_pool,0,1,0,ok
224,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_KOFFING,SPECIES_GASTLY,-30,POISON,AMORPHOUS,normal_pool,0,1,0,ok
224,Grunt,TRAINERCLASS_TEAM_ROCKET,2,SPECIES_ZIGZAGOON_GALARIAN,SPECIES_RATTATA_ALOLAN,13,"DARK,NORMAL",FIELD,normal_pool,0,1,0,ok
225,Mickey,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_SWANNA,SPECIES_GASTRODON,2,WATER,WATER_1,normal_pool,0,1,0,ok
226,Mickey,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_GULPIN,SPECIES_KOFFING,38,POISON,AMORPHOUS,normal_pool,0,1,0,ok
227,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_GRIMER_ALOLAN,SPECIES_GULPIN,-23,POISON,AMORPHOUS,normal_pool,0,1,0,ok
227,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_GRIMER_ALOLAN,SPECIES_KOFFING,15,POISON,AMORPHOUS,normal_pool,0,1,0,ok
228,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_GASTLY,SPECIES_FRILLISH,25,GHOST,AMORPHOUS,normal_pool,0,1,0,ok
228,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_HAUNTER,SPECIES_GRIMER,-80,POISON,AMORPHOUS,normal_pool,0,3,0,ok
229,Mickey,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_BIDOOF,SPECIES_SKITTY,10,NORMAL,FIELD,normal_pool,0,1,0,ok
229,Mickey,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_LECHONK,SPECIES_WOOLOO,16,NORMAL,FIELD,normal_pool,0,1,0,ok
230,Franklin,TRAINERCLASS_PSYCHIC_M,0,SPECIES_ELGYEM,SPECIES_GOTHITA,-45,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
230,Franklin,TRAINERCLASS_PSYCHIC_M,1,SPECIES_ZOROARK_HISUIAN,SPECIES_PYROAR_FEMALE,-3,NORMAL,FIELD,normal_pool,0,1,0,ok
231,Edward,TRAINERCLASS_GENTLEMAN,0,SPECIES_PURUGLY,SPECIES_WATCHOG,-32,NORMAL,FIELD,normal_pool,0,1,0,ok
232,Vincent,TRAINERCLASS_GUITARIST,0,SPECIES_BOLTUND,SPECIES_MORPEKO,-54,ELECTRIC,FIELD,normal_pool,0,2,0,ok
232,Vincent,TRAINERCLASS_GUITARIST,1,SPECIES_GRAVELER_ALOLAN,SPECIES_BOLDORE,0,ROCK,MINERAL,normal_pool,0,1,0,ok
232,Vincent,TRAINERCLASS_GUITARIST,2,SPECIES_CUFANT,SPECIES_HONEDGE,-5,STEEL,MINERAL,normal_pool,0,1,0,ok
233,Eric,TRAINERCLASS_SUPER_NERD,0,SPECIES_GASTLY,SPECIES_DUSKULL,-15,GHOST,AMORPHOUS,normal_pool,0,1,0,ok
233,Eric,TRAINERCLASS_SUPER_NERD,1,SPECIES_GASTLY,SPECIES_DUSKULL,-15,GHOST,AMORPHOUS,normal_pool,0,1,0,ok
234,Eoin,TRAINERCLASS_HIKER,0,SPECIES_BOLDORE,SPECIES_LUNATONE,70,ROCK,MINERAL,normal_pool,0,2,0,ok
234,Eoin,TRAINERCLASS_HIKER,1,SPECIES_ONIX,SPECIES_GRAVELER,5,"GROUND,ROCK",MINERAL,normal_pool,0,1,0,ok
234,Eoin,TRAINERCLASS_HIKER,2,SPECIES_SOLROCK,SPECIES_BRONZONG,40,PSYCHIC,MINERAL,normal_pool,0,1,0,ok
235,Noland,TRAINERCLASS_HIKER,0,SPECIES_HONEDGE,SPECIES_CUFANT,5,STEEL,MINERAL,normal_pool,0,1,0,ok
235,Noland,TRAINERCLASS_HIKER,1,SPECIES_GOLURK,SPECIES_FROSLASS,-3,GHOST,MINERAL,normal_pool,0,1,0,ok
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_AMPHAROS,SPECIES_JOLTEON,15,ELECTRIC,FIELD,normal_pool,0,1,0,ok
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_CHERRIM,SPECIES_CARNIVINE,4,GRASS,GRASS,normal_pool,0,1,0,ok
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,2,SPECIES_MILTANK,SPECIES_STANTLER,-25,NORMAL,FIELD,normal_pool,0,1,0,ok
237,Carol,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_GOLEM_ALOLAN,SPECIES_CARKOL,-85,ROCK,MINERAL,normal_pool,0,3,0,ok
237,Carol,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_TENTACRUEL,SPECIES_CLOYSTER,10,WATER,WATER_3,normal_pool,0,1,0,ok
237,Carol,TRAINERCLASS_ACE_TRAINER_F,2,SPECIES_INFERNAPE,SPECIES_EMBOAR,-6,"FIGHTING,FIRE",FIELD,normal_pool,0,1,0,ok
238,Stanly,TRAINERCLASS_SAILOR,0,SPECIES_TIMBURR,SPECIES_CROAGUNK,-5,FIGHTING,HUMAN_LIKE,normal_pool,0,1,0,ok
238,Stanly,TRAINERCLASS_SAILOR,1,SPECIES_HITMONLEE,SPECIES_MACHOKE,-50,FIGHTING,HUMAN_LIKE,normal_pool,0,2,0,ok
238,Stanly,TRAINERCLASS_SAILOR,2,SPECIES_TYMPOLE,SPECIES_SHELLOS,31,WATER,WATER_1,normal_pool,0,1,0,ok
239,Jeff,TRAINERCLASS_SAILOR,0,SPECIES_MACHOP,SPECIES_MEDITITE,-25,FIGHTING,HUMAN_LIKE,normal_pool,0,1,0,ok
239,Jeff,TRAINERCLASS_SAILOR,1,SPECIES_GLAMEOW,SPECIES_HERDIER,60,NORMAL,FIELD,normal_pool,0,2,0,ok
240,Garrett,TRAINERCLASS_SAILOR,0,SPECIES_TENTACRUEL,SPECIES_CLOYSTER,10,WATER,WATER_3,normal_pool,0,1,0,ok
241,Kenneth,TRAINERCLASS_SAILOR,0,SPECIES_CROAGUNK,SPECIES_MEDITITE,-20,FIGHTING,HUMAN_LIKE,normal_pool,0,1,0,ok
241,Kenneth,TRAINERCLASS_SAILOR,1,SPECIES_MEDITITE,SPECIES_DROWZEE,48,PSYCHIC,HUMAN_LIKE,normal_pool,0,2,0,ok
241,Kenneth,TRAINERCLASS_SAILOR,2,SPECIES_MANTINE,SPECIES_OCTILLERY,-5,WATER,WATER_1,normal_pool,0,1,0,ok
241,Kenneth,TRAINERCLASS_SAILOR,3,SPECIES_PANCHAM,SPECIES_STUFFUL,-8,FIGHTING,FIELD,normal_pool,0,1,0,ok
242,Fritz,TRAINERCLASS_JUGGLER,0,SPECIES_GARDEVOIR,SPECIES_GOTHITELLE,-28,PSYCHIC,HUMAN_LIKE,normal_pool,0,1,0,ok
242,Fritz,TRAINERCLASS_JUGGLER,1,SPECIES_ARMAROUGE,SPECIES_CINDERACE,5,FIRE,HUMAN_LIKE,normal_pool,0,1,0,ok
242,Fritz,TRAINERCLASS_JUGGLER,2,SPECIES_MIENFOO,SPECIES_PAWMO,0,FIGHTING,FIELD,normal_pool,0,1,0,ok
243,Katie,TRAINERCLASS_SWIMMER_F,0,SPECIES_CORSOLA,SPECIES_AZUMARILL,10,WATER,WATER_1,normal_pool,0,1,0,ok
244,Lance,TRAINERCLASS_CHAMPION,0,SPECIES_DRAGONITE,SPECIES_KINGDRA,-60,DRAGON,"DRAGON,WATER_1",normal_pool,0,2,0,ok
244,Lance,TRAINERCLASS_CHAMPION,1,SPECIES_CHARIZARD,SPECIES_GYARADOS,6,FLYING,DRAGON,normal_pool,0,1,0,ok
244,Lance,TRAINERCLASS_CHAMPION,2,SPECIES_KOMMO_O,SPECIES_GOODRA,0,DRAGON,DRAGON,normal_pool,0,1,0,ok
244,Lance,TRAINERCLASS_CHAMPION,3,SPECIES_UNFEZANT_FEMALE,SPECIES_BRAVIARY_HISUIAN,22,FLYING,FLYING,normal_pool,0,1,0,ok
244,Lance,TRAINERCLASS_CHAMPION,4,SPECIES_TROPIUS,SPECIES_ROSELIA,-60,GRASS,GRASS,normal_pool,0,2,0,ok
244,Lance,TRAINERCLASS_CHAMPION,5,SPECIES_DRAGAPULT,SPECIES_KOMMO_O,0,DRAGON,DRAGON,normal_pool,0,1,0,ok
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,0,SPECIES_ESPATHRA,SPECIES_BRAVIARY_HISUIAN,29,PSYCHIC,FLYING,normal_pool,1,1,0,ok
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,1,SPECIES_BEHEEYEM,SPECIES_GOTHITELLE,5,PSYCHIC,HUMAN_LIKE,normal_pool,1,1,0,ok
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,2,SPECIES_EXEGGUTOR,SPECIES_EXEGGUTOR,0,,,,0,0,1,no_candidates_for_specialty:PSYCHIC
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,3,SPECIES_SLOWBRO_GALARIAN,SPECIES_SLOWKING_GALARIAN,0,"POISON,PSYCHIC","MONSTER,WATER_1",normal_pool,1,1,0,ok
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,4,SPECIES_BRAVIARY_HISUIAN,SPECIES_ESPATHRA,-29,PSYCHIC,FLYING,normal_pool,1,1,0,ok
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,0,SPECIES_SKUNTANK,SPECIES_SHIFTRY,1,DARK,FIELD,normal_pool,1,1,0,ok
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,1,SPECIES_SHIFTRY,SPECIES_UMBREON,45,DARK,FIELD,normal_pool,1,1,0,ok
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,2,SPECIES_SPIRITOMB,SPECIES_MUK_ALOLAN,15,DARK,AMORPHOUS,normal_pool,1,1,0,ok
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,3,SPECIES_VULLABY,SPECIES_MURKROW,35,"DARK,FLYING",FLYING,normal_pool,1,1,0,ok
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,4,SPECIES_THIEVUL,SPECIES_MORPEKO,-19,DARK,FIELD,normal_pool,1,1,0,ok
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,0,SPECIES_DUSTOX,SPECIES_ARIADOS,15,"BUG,POISON",BUG,normal_pool,1,1,0,ok
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,1,SPECIES_ARIADOS,SPECIES_BEEDRILL,-5,"BUG,POISON",BUG,normal_pool,1,1,0,ok
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,2,SPECIES_SCOLIPEDE,SPECIES_DRAPION,15,POISON,BUG,normal_pool,1,1,0,ok
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,3,SPECIES_MUK_ALOLAN,SPECIES_SWALOT,-33,POISON,AMORPHOUS,normal_pool,1,1,0,ok
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,4,SPECIES_GOLBAT,SPECIES_CROBAT,80,"FLYING,POISON",FLYING,normal_pool,1,3,0,ok
248,Ed,TRAINERCLASS_BUG_CATCHER,0,SPECIES_SHELMET,SPECIES_KARRABLAST,10,BUG,BUG,normal_pool,0,1,0,ok
248,Ed,TRAINERCLASS_BUG_CATCHER,1,SPECIES_DURANT,SPECIES_RIBOMBEE,-20,BUG,BUG,normal_pool,0,1,0,ok
248,Ed,TRAINERCLASS_BUG_CATCHER,2,SPECIES_LEDIAN,SPECIES_PARASECT,15,BUG,BUG,normal_pool,0,1,0,ok
249,Don,TRAINERCLASS_BUG_CATCHER,0,SPECIES_BLIPBUG,SPECIES_SNOM,5,BUG,BUG,normal_pool,0,1,0,ok
249,Don,TRAINERCLASS_BUG_CATCHER,1,SPECIES_NYMBLE,SPECIES_TAROUNTULA,0,BUG,BUG,normal_pool,0,1,0,ok
250,Kenji,TRAINERCLASS_BLACK_BELT,0,SPECIES_GRAVELER,SPECIES_ONIX,-5,"GROUND,ROCK",MINERAL,normal_pool,0,1,0,ok
250,Kenji,TRAINERCLASS_BLACK_BELT,1,SPECIES_MACHOKE,SPECIES_HITMONLEE,50,FIGHTING,HUMAN_LIKE,normal_pool,0,2,0,ok
250,Kenji,TRAINERCLASS_BLACK_BELT,2,SPECIES_LUNATONE,SPECIES_METANG,-40,PSYCHIC,MINERAL,normal_pool,0,1,0,ok
250,Kenji,TRAINERCLASS_BLACK_BELT,3,SPECIES_GURDURR,SPECIES_TIMBURR,-100,FIGHTING,HUMAN_LIKE,normal_pool,0,3,0,ok
251,Nob,TRAINERCLASS_BLACK_BELT,0,SPECIES_CLOBBOPUS,SPECIES_PANCHAM,38,FIGHTING,HUMAN_LIKE,normal_pool,0,1,0,ok
251,Nob,TRAINERCLASS_BLACK_BELT,1,SPECIES_MONFERNO,SPECIES_CHIMCHAR,-96,FIRE,"FIELD,HUMAN_LIKE",normal_pool,0,3,0,ok
252,Harold,TRAINERCLASS_SWIMMER_M,0,SPECIES_DUCKLETT,SPECIES_FROAKIE,9,WATER,WATER_1,normal_pool,0,1,0,ok
252,Harold,TRAINERCLASS_SWIMMER_M,1,SPECIES_SLOWBRO,SPECIES_DEWGONG,-15,WATER,WATER_1,normal_pool,0,1,0,ok
253,Brock,TRAINERCLASS_LEADER_BROCK,0,SPECIES_CARKOL,SPECIES_MINIOR,30,ROCK,MINERAL,normal_pool,1,1,0,ok
253,Brock,TRAINERCLASS_LEADER_BROCK,1,SPECIES_TYRUNT,SPECIES_CRANIDOS,-12,ROCK,MONSTER,normal_pool,1,1,0,ok
253,Brock,TRAINERCLASS_LEADER_BROCK,2,SPECIES_KABUTOPS,SPECIES_OMASTAR,0,"ROCK,WATER","WATER_1,WATER_3",normal_pool,1,1,0,ok
253,Brock,TRAINERCLASS_LEADER_BROCK,3,SPECIES_NACLSTACK,SPECIES_GLIMMET,-5,ROCK,MINERAL,normal_pool,1,1,0,ok
253,Brock,TRAINERCLASS_LEADER_BROCK,4,SPECIES_DREDNAW,SPECIES_TYRANTRUM,36,ROCK,MONSTER,normal_pool,1,1,0,ok
254,Misty,TRAINERCLASS_LEADER_MISTY,0,SPECIES_FLOATZEL,SPECIES_BIBAREL,-85,WATER,"FIELD,WATER_1",normal_pool,1,3,0,ok
254,Misty,TRAINERCLASS_LEADER_MISTY,1,SPECIES_SEADRA,SPECIES_OMANYTE,-85,WATER,WATER_1,normal_pool,1,3,0,ok
254,Misty,TRAINERCLASS_LEADER_MISTY,2,SPECIES_QUAQUAVAL,SPECIES_CRAMORANT,-55,WATER,"FLYING,WATER_1",normal_pool,1,2,0,ok
254,Misty,TRAINERCLASS_LEADER_MISTY,3,SPECIES_CLAWITZER,SPECIES_GRENINJA,30,WATER,WATER_1,normal_pool,1,1,0,ok
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,0,SPECIES_PACHIRISU,SPECIES_MINUN,0,ELECTRIC,FAIRY,normal_pool,1,1,0,ok
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,1,SPECIES_GOLEM_ALOLAN,SPECIES_ELECTRODE,-5,ELECTRIC,MINERAL,normal_pool,1,1,0,ok
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,2,SPECIES_MAGNEZONE,SPECIES_ELECTRODE,-45,ELECTRIC,MINERAL,normal_pool,1,1,0,ok
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,3,SPECIES_GOLEM_ALOLAN,SPECIES_ELECTRODE,-5,ELECTRIC,MINERAL,normal_pool,1,1,0,ok
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,4,SPECIES_ELECTIVIRE,SPECIES_ELECTABUZZ,-50,ELECTRIC,HUMAN_LIKE,normal_pool,1,2,0,ok
256,Erika,TRAINERCLASS_LEADER_ERIKA,0,SPECIES_MEOWSCARADA,SPECIES_SCOVILLAIN,-44,GRASS,GRASS,normal_pool,1,1,0,ok
256,Erika,TRAINERCLASS_LEADER_ERIKA,1,SPECIES_FLAPPLE,SPECIES_ARBOLIVA,25,GRASS,GRASS,normal_pool,1,1,0,ok
256,Erika,TRAINERCLASS_LEADER_ERIKA,2,SPECIES_MEGANIUM,SPECIES_EXEGGUTOR,5,GRASS,GRASS,normal_pool,1,1,0,ok
256,Erika,TRAINERCLASS_LEADER_ERIKA,3,SPECIES_EXEGGUTOR_ALOLAN,SPECIES_HYDRAPPLE,10,"DRAGON,GRASS",GRASS,normal_pool,1,1,0,ok
257,Janine,TRAINERCLASS_LEADER_JANINE,0,SPECIES_GOLBAT,SPECIES_CROBAT,80,"FLYING,POISON",FLYING,normal_pool,1,3,0,ok
257,Janine,TRAINERCLASS_LEADER_JANINE,1,SPECIES_WEEZING_GALARIAN,SPECIES_MUK_ALOLAN,10,POISON,AMORPHOUS,normal_pool,1,1,0,ok
257,Janine,TRAINERCLASS_LEADER_JANINE,2,SPECIES_SKORUPI,SPECIES_DUSTOX,55,"BUG,POISON",BUG,normal_pool,1,2,0,ok
257,Janine,TRAINERCLASS_LEADER_JANINE,3,SPECIES_VENOMOTH,SPECIES_DUSTOX,-65,"BUG,POISON",BUG,normal_pool,1,2,0,ok
257,Janine,TRAINERCLASS_LEADER_JANINE,4,SPECIES_WHIRLIPEDE,SPECIES_DUSTOX,25,"BUG,POISON",BUG,normal_pool,1,1,0,ok
258,Sabrina,TRAINERCLASS_LEADER_SABRINA,0,SPECIES_MEOWSTIC_FEMALE,SPECIES_RAPIDASH_GALARIAN,34,PSYCHIC,FIELD,normal_pool,1,1,0,ok
258,Sabrina,TRAINERCLASS_LEADER_SABRINA,1,SPECIES_JYNX,SPECIES_MR_MIME,5,PSYCHIC,HUMAN_LIKE,normal_pool,1,1,0,ok
