trainer_id,trainer_name,trainer_class,battle_type,party_slot,original_species,level,move1,move2,move3,move4
210,Caroline,TRAINERCLASS_BEAUTY,SINGLE_BATTLE,2,SPECIES_SKRELP,38,MOVE_DOUBLE_TEAM,MOVE_POISON_TAIL,MOVE_WATER_PULSE,MOVE_TOXIC
211,Huey,TRAINERCLASS_SAILOR,SINGLE_BATTLE,0,SPECIES_CLAMPERL,18,MOVE_IRON_DEFENSE,MOVE_WATER_GUN,MOVE_WHIRLPOOL,MOVE_NONE
211,Huey,TRAINERCLASS_SAILOR,SINGLE_BATTLE,1,SPECIES_BRIONNE,20,MOVE_AQUA_JET,MOVE_BABY_DOLL_EYES,MOVE_ICY_WIND,MOVE_SING
212,Terrell,TRAINERCLASS_SAILOR,SINGLE_BATTLE,0,SPECIES_PRINPLUP,20,MOVE_WATER_GUN,MOVE_GROWL,MOVE_PECK,MOVE_BUBBLE_BEAM
213,Kent,TRAINERCLASS_SAILOR,SINGLE_BATTLE,0,SPECIES_CLAUNCHER,18,MOVE_WATER_GUN,MOVE_VICE_GRIP,MOVE_FLAIL,MOVE_AQUA_JET
213,Kent,TRAINERCLASS_SAILOR,SINGLE_BATTLE,1,SPECIES_BINACLE,20,MOVE_WATER_GUN,MOVE_FURY_CUTTER,MOVE_FURY_SWIPES,MOVE_ANCIENT_POWER
214,Roberto,TRAINERCLASS_SAILOR,SINGLE_BATTLE,0,SPECIES_TIMBURR,18,MOVE_LOW_KICK,MOVE_ROCK_THROW,MOVE_FOCUS_ENERGY,MOVE_BULK_UP
214,Roberto,TRAINERCLASS_SAILOR,SINGLE_BATTLE,1,SPECIES_CROAGUNK,18,MOVE_ASTONISH,MOVE_TAUNT,MOVE_FLATTER,MOVE_LOW_KICK
214,Roberto,TRAINERCLASS_SAILOR,SINGLE_BATTLE,2,SPECIES_AZUMARILL,18,MOVE_BUBBLE_BEAM,MOVE_CHARM,MOVE_SLAM,MOVE_BOUNCE
215,Connie,TRAINERCLASS_LASS,SINGLE_BATTLE,0,SPECIES_DUCKLETT,21,MOVE_WATER_PULSE,MOVE_AERIAL_ACE,MOVE_BUBBLE_BEAM,MOVE_FEATHER_DANCE
216,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_LECHONK,16,MOVE_DISARMING_VOICE,MOVE_ECHOED_VOICE,MOVE_MUD_SHOT,MOVE_COVET
216,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,1,SPECIES_MINCCINO,16,MOVE_HELPING_HAND,MOVE_ECHOED_VOICE,MOVE_SING,MOVE_CHARM
216,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,2,SPECIES_YUNGOOS,16,MOVE_LEER,MOVE_PAYBACK,MOVE_SAND_ATTACK,MOVE_WORK_UP
216,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,3,SPECIES_WHISMUR,16,MOVE_ECHOED_VOICE,MOVE_HOWL,MOVE_REST,MOVE_SLEEP_TALK
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,SINGLE_BATTLE,0,SPECIES_PIDGEOTTO,18,MOVE_SAND_ATTACK,MOVE_GUST,MOVE_QUICK_ATTACK,MOVE_WHIRLWIND
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,SINGLE_BATTLE,1,SPECIES_SKARMORY,20,MOVE_FURY_ATTACK,MOVE_METAL_CLAW,MOVE_AGILITY,MOVE_WING_ATTACK
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,SINGLE_BATTLE,2,SPECIES_NATU,18,MOVE_LEER,MOVE_STORED_POWER,MOVE_TELEPORT,MOVE_CONFUSE_RAY
218,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_SWELLOW,18,MOVE_FOCUS_ENERGY,MOVE_QUICK_ATTACK,MOVE_WING_ATTACK,MOVE_DOUBLE_TEAM
219,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_DEERLING,17,MOVE_SAND_ATTACK,MOVE_DOUBLE_KICK,MOVE_LEECH_SEED,MOVE_BULLET_SEED
219,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,1,SPECIES_SPEAROW,17,MOVE_LEER,MOVE_ASSURANCE,MOVE_FURY_ATTACK,MOVE_AERIAL_ACE
219,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,2,SPECIES_SLAKOTH,17,MOVE_ENCORE,MOVE_SLACK_OFF,MOVE_HEADBUTT,MOVE_AMNESIA
220,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_LARVESTA,18,MOVE_STRING_SHOT,MOVE_FLAME_CHARGE,MOVE_STRUGGLE_BUG,MOVE_FLAME_WHEEL
220,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,1,SPECIES_SPEWPA,18,MOVE_PROTECT,MOVE_HARDEN,MOVE_NONE,MOVE_NONE
221,Mickey,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_PIDGEY,22,MOVE_GUST,MOVE_QUICK_ATTACK,MOVE_WHIRLWIND,MOVE_TWISTER
222,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_BIBAREL,19,MOVE_DEFENSE_CURL,MOVE_ROLLOUT,MOVE_HEADBUTT,MOVE_TAUNT
223,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_MEDICHAM,17,MOVE_CONFUSION,MOVE_ENDURE,MOVE_FEINT,MOVE_FORCE_PALM
223,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,1,SPECIES_SWABLU,19,MOVE_DISARMING_VOICE,MOVE_MIST,MOVE_FURY_ATTACK,MOVE_ROUND
224,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_HOOTHOOT,16,MOVE_ECHOED_VOICE,MOVE_CONFUSION,MOVE_REFLECT,MOVE_DEFOG
224,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,1,SPECIES_KOFFING,17,MOVE_SMOG,MOVE_SMOKESCREEN,MOVE_CLEAR_SMOG,MOVE_ASSURANCE
224,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,2,SPECIES_ZIGZAGOON_GALARIAN,18,MOVE_SNARL,MOVE_HEADBUTT,MOVE_BABY_DOLL_EYES,MOVE_PIN_MISSILE
225,Mickey,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_SWANNA,36,MOVE_AQUA_RING,MOVE_AIR_SLASH,MOVE_ROOST,MOVE_RAIN_DANCE
226,Mickey,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_GULPIN,30,MOVE_TOXIC,MOVE_STOCKPILE,MOVE_SPIT_UP,MOVE_SWALLOW
227,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_GRIMER_ALOLAN,25,MOVE_DISABLE,MOVE_ACID_SPRAY,MOVE_POISON_FANG,MOVE_MINIMIZE
227,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,1,SPECIES_GRIMER_ALOLAN,25,MOVE_DISABLE,MOVE_ACID_SPRAY,MOVE_POISON_FANG,MOVE_MINIMIZE
228,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_GASTLY,24,MOVE_PAYBACK,MOVE_SPITE,MOVE_CURSE,MOVE_HEX
228,Grunt,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,1,SPECIES_HAUNTER,24,MOVE_PAYBACK,MOVE_SPITE,MOVE_CURSE,MOVE_HEX
229,Mickey,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,0,SPECIES_BIDOOF,15,MOVE_GROWL,MOVE_DEFENSE_CURL,MOVE_ROLLOUT,MOVE_HEADBUTT
229,Mickey,TRAINERCLASS_TEAM_ROCKET,SINGLE_BATTLE,1,SPECIES_LECHONK,15,MOVE_DISARMING_VOICE,MOVE_ECHOED_VOICE,MOVE_MUD_SHOT,MOVE_COVET
230,Franklin,TRAINERCLASS_PSYCHIC_M,SINGLE_BATTLE,0,SPECIES_ELGYEM,44,MOVE_POWER_SPLIT,MOVE_HEADBUTT,MOVE_ZEN_HEADBUTT,MOVE_RECOVER
230,Franklin,TRAINERCLASS_PSYCHIC_M,SINGLE_BATTLE,1,SPECIES_ZOROARK_HISUIAN,47,MOVE_SPITE,MOVE_AGILITY,MOVE_SHADOW_BALL,MOVE_BITTER_MALICE
231,Edward,TRAINERCLASS_GENTLEMAN,SINGLE_BATTLE,0,SPECIES_PURUGLY,41,MOVE_CHARM,MOVE_TAUNT,MOVE_RETALIATE,MOVE_SLASH
232,Vincent,TRAINERCLASS_GUITARIST,SINGLE_BATTLE,0,SPECIES_BOLTUND,45,MOVE_SPARK,MOVE_CHARM,MOVE_CRUNCH,MOVE_CHARGE
232,Vincent,TRAINERCLASS_GUITARIST,SINGLE_BATTLE,1,SPECIES_GRAVELER_ALOLAN,43,MOVE_SELF_DESTRUCT,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,MOVE_DISCHARGE
232,Vincent,TRAINERCLASS_GUITARIST,SINGLE_BATTLE,2,SPECIES_CUFANT,42,MOVE_IRON_DEFENSE,MOVE_DIG,MOVE_STRENGTH,MOVE_IRON_HEAD
233,Eric,TRAINERCLASS_SUPER_NERD,SINGLE_BATTLE,0,SPECIES_GASTLY,11,MOVE_CONFUSE_RAY,MOVE_LICK,MOVE_HYPNOSIS,MOVE_MEAN_LOOK
233,Eric,TRAINERCLASS_SUPER_NERD,SINGLE_BATTLE,1,SPECIES_GASTLY,11,MOVE_CONFUSE_RAY,MOVE_LICK,MOVE_HYPNOSIS,MOVE_MEAN_LOOK
234,Eoin,TRAINERCLASS_HIKER,SINGLE_BATTLE,0,SPECIES_BOLDORE,42,MOVE_HEADBUTT,MOVE_ROCK_SLIDE,MOVE_ROCK_BLAST,MOVE_SANDSTORM
234,Eoin,TRAINERCLASS_HIKER,SINGLE_BATTLE,1,SPECIES_ONIX,42,MOVE_SAND_TOMB,MOVE_STEALTH_ROCK,MOVE_SLAM,MOVE_SANDSTORM
234,Eoin,TRAINERCLASS_HIKER,SINGLE_BATTLE,2,SPECIES_SOLROCK,42,MOVE_COSMIC_POWER,MOVE_PSYCHIC,MOVE_STONE_EDGE,MOVE_SOLAR_BEAM
235,Noland,TRAINERCLASS_HIKER,SINGLE_BATTLE,0,SPECIES_HONEDGE,39,MOVE_NIGHT_SLASH,MOVE_RETALIATE,MOVE_IRON_DEFENSE,MOVE_IRON_HEAD
235,Noland,TRAINERCLASS_HIKER,SINGLE_BATTLE,1,SPECIES_GOLURK,42,MOVE_IRON_DEFENSE,MOVE_MEGA_PUNCH,MOVE_SHADOW_BALL,MOVE_HEAVY_SLAM
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,SINGLE_BATTLE,0,SPECIES_AMPHAROS,43,MOVE_ELECTRO_BALL,MOVE_CONFUSE_RAY,MOVE_POWER_GEM,MOVE_DISCHARGE
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,SINGLE_BATTLE,1,SPECIES_CHERRIM,43,MOVE_MAGICAL_LEAF,MOVE_LEECH_SEED,MOVE_TAKE_DOWN,MOVE_PETAL_BLIZZARD
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,SINGLE_BATTLE,2,SPECIES_MILTANK,43,MOVE_HEADBUTT,MOVE_ZEN_HEADBUTT,MOVE_MILK_DRINK,MOVE_BODY_SLAM
237,Carol,TRAINERCLASS_ACE_TRAINER_F,SINGLE_BATTLE,0,SPECIES_GOLEM_ALOLAN,43,MOVE_SELF_DESTRUCT,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,MOVE_DISCHARGE
237,Carol,TRAINERCLASS_ACE_TRAINER_F,SINGLE_BATTLE,1,SPECIES_TENTACRUEL,43,MOVE_BUBBLE_BEAM,MOVE_HEX,MOVE_ACID_ARMOR,MOVE_POISON_JAB
237,Carol,TRAINERCLASS_ACE_TRAINER_F,SINGLE_BATTLE,2,SPECIES_INFERNAPE,43,MOVE_FLAME_WHEEL,MOVE_FEINT,MOVE_TORMENT,MOVE_FIRE_SPIN
238,Stanly,TRAINERCLASS_SAILOR,SINGLE_BATTLE,0,SPECIES_TIMBURR,39,MOVE_SLAM,MOVE_SCARY_FACE,MOVE_DYNAMIC_PUNCH,MOVE_HAMMER_ARM
238,Stanly,TRAINERCLASS_SAILOR,SINGLE_BATTLE,1,SPECIES_HITMONLEE,41,MOVE_FEINT,MOVE_MEGA_KICK,MOVE_CLOSE_COMBAT,MOVE_REVERSAL
238,Stanly,TRAINERCLASS_SAILOR,SINGLE_BATTLE,2,SPECIES_TYMPOLE,34,MOVE_BUBBLE_BEAM,MOVE_FLAIL,MOVE_UPROAR,MOVE_AQUA_RING
239,Jeff,TRAINERCLASS_SAILOR,SINGLE_BATTLE,0,SPECIES_MACHOP,40,MOVE_STRENGTH,MOVE_DUAL_CHOP,MOVE_BULK_UP,MOVE_SEISMIC_TOSS
239,Jeff,TRAINERCLASS_SAILOR,SINGLE_BATTLE,1,SPECIES_GLAMEOW,40,MOVE_CHARM,MOVE_TAUNT,MOVE_RETALIATE,MOVE_SLASH
240,Garrett,TRAINERCLASS_SAILOR,SINGLE_BATTLE,0,SPECIES_TENTACRUEL,42,MOVE_BUBBLE_BEAM,MOVE_HEX,MOVE_ACID_ARMOR,MOVE_POISON_JAB
241,Kenneth,TRAINERCLASS_SAILOR,SINGLE_BATTLE,0,SPECIES_CROAGUNK,36,MOVE_SUCKER_PUNCH,MOVE_SWAGGER,MOVE_POISON_JAB,MOVE_TOXIC
241,Kenneth,TRAINERCLASS_SAILOR,SINGLE_BATTLE,1,SPECIES_MEDITITE,36,MOVE_HIGH_JUMP_KICK,MOVE_PSYCH_UP,MOVE_ACUPRESSURE,MOVE_POWER_TRICK
241,Kenneth,TRAINERCLASS_SAILOR,SINGLE_BATTLE,2,SPECIES_MANTINE,36,MOVE_BUBBLE_BEAM,MOVE_HEADBUTT,MOVE_AIR_SLASH,MOVE_AQUA_RING
241,Kenneth,TRAINERCLASS_SAILOR,SINGLE_BATTLE,3,SPECIES_PANCHAM,36,MOVE_SLASH,MOVE_VITAL_THROW,MOVE_CRUNCH,MOVE_BODY_SLAM
242,Fritz,TRAINERCLASS_JUGGLER,SINGLE_BATTLE,0,SPECIES_GARDEVOIR,37,MOVE_PSYBEAM,MOVE_LIFE_DEW,MOVE_WISH,MOVE_CALM_MIND
242,Fritz,TRAINERCLASS_JUGGLER,SINGLE_BATTLE,1,SPECIES_ARMAROUGE,37,MOVE_FLAME_CHARGE,MOVE_INCINERATE,MOVE_LAVA_PLUME,MOVE_CALM_MIND
242,Fritz,TRAINERCLASS_JUGGLER,SINGLE_BATTLE,2,SPECIES_MIENFOO,37,MOVE_QUICK_GUARD,MOVE_FORCE_PALM,MOVE_U_TURN,MOVE_DRAIN_PUNCH
243,Katie,TRAINERCLASS_SWIMMER_F,SINGLE_BATTLE,0,SPECIES_CORSOLA,41,MOVE_BUBBLE_BEAM,MOVE_FLAIL,MOVE_LIFE_DEW,MOVE_POWER_GEM
244,Lance,TRAINERCLASS_CHAMPION,SINGLE_BATTLE,0,SPECIES_DRAGONITE,46,MOVE_AQUA_TAIL,MOVE_DRAGON_RUSH,MOVE_OUTRAGE,MOVE_SAFEGUARD
244,Lance,TRAINERCLASS_CHAMPION,SINGLE_BATTLE,1,SPECIES_CHARIZARD,49,MOVE_SLASH,MOVE_FLAMETHROWER,MOVE_SCARY_FACE,MOVE_FIRE_SPIN
244,Lance,TRAINERCLASS_CHAMPION,SINGLE_BATTLE,2,SPECIES_KOMMO_O,49,MOVE_IRON_DEFENSE,MOVE_DRAGON_CLAW,MOVE_NOBLE_ROAR,MOVE_DRAGON_DANCE
244,Lance,TRAINERCLASS_CHAMPION,SINGLE_BATTLE,3,SPECIES_UNFEZANT_FEMALE,48,MOVE_SWAGGER,MOVE_FEATHER_DANCE,MOVE_DETECT,MOVE_AIR_SLASH
244,Lance,TRAINERCLASS_CHAMPION,SINGLE_BATTLE,4,SPECIES_TROPIUS,48,MOVE_WIDE_GUARD,MOVE_AIR_SLASH,MOVE_BODY_SLAM,MOVE_OUTRAGE
244,Lance,TRAINERCLASS_CHAMPION,SINGLE_BATTLE,5,SPECIES_DRAGAPULT,50,MOVE_DOUBLE_HIT,MOVE_U_TURN,MOVE_DRAGON_DANCE,MOVE_PHANTOM_FORCE
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,SINGLE_BATTLE,0,SPECIES_ESPATHRA,40,MOVE_PSYBEAM,MOVE_PLUCK,MOVE_AGILITY,MOVE_UPROAR
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,SINGLE_BATTLE,1,SPECIES_BEHEEYEM,41,MOVE_POWER_SPLIT,MOVE_GUARD_SPLIT,MOVE_HEADBUTT,MOVE_ZEN_HEADBUTT
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,SINGLE_BATTLE,2,SPECIES_EXEGGUTOR,41,MOVE_SOLAR_BEAM,MOVE_UPROAR,MOVE_REFLECT,MOVE_LEECH_SEED
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,SINGLE_BATTLE,3,SPECIES_SLOWBRO_GALARIAN,41,MOVE_SURF,MOVE_SLACK_OFF,MOVE_PSYCHIC,MOVE_PSYCH_UP
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,SINGLE_BATTLE,4,SPECIES_BRAVIARY_HISUIAN,42,MOVE_SCARY_FACE,MOVE_AERIAL_ACE,MOVE_SLASH,MOVE_WHIRLWIND
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,SINGLE_BATTLE,0,SPECIES_SKUNTANK,42,MOVE_TOXIC,MOVE_SUCKER_PUNCH,MOVE_MEMENTO,MOVE_NIGHT_SLASH
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,SINGLE_BATTLE,1,SPECIES_SHIFTRY,42,MOVE_SUNNY_DAY,MOVE_AIR_CUTTER,MOVE_PAYBACK,MOVE_HURRICANE
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,SINGLE_BATTLE,2,SPECIES_SPIRITOMB,45,MOVE_MEMENTO,MOVE_SUCKER_PUNCH,MOVE_CURSE,MOVE_SHADOW_BALL
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,SINGLE_BATTLE,3,SPECIES_VULLABY,44,MOVE_KNOCK_OFF,MOVE_IRON_DEFENSE,MOVE_WHIRLWIND,MOVE_AIR_SLASH
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,SINGLE_BATTLE,4,SPECIES_THIEVUL,47,MOVE_SUCKER_PUNCH,MOVE_NIGHT_SLASH,MOVE_TAIL_SLAP,MOVE_FOUL_PLAY
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,SINGLE_BATTLE,0,SPECIES_DUSTOX,40,MOVE_TOXIC,MOVE_BUG_BUZZ,MOVE_PROTECT,MOVE_QUIVER_DANCE
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,SINGLE_BATTLE,1,SPECIES_ARIADOS,41,MOVE_SUCKER_PUNCH,MOVE_AGILITY,MOVE_PIN_MISSILE,MOVE_PSYCHIC
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,SINGLE_BATTLE,2,SPECIES_SCOLIPEDE,43,MOVE_BUG_BITE,MOVE_VENOSHOCK,MOVE_TAKE_DOWN,MOVE_AGILITY
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,SINGLE_BATTLE,3,SPECIES_MUK_ALOLAN,42,MOVE_KNOCK_OFF,MOVE_CRUNCH,MOVE_SCREECH,MOVE_GUNK_SHOT
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,SINGLE_BATTLE,4,SPECIES_GOLBAT,44,MOVE_QUICK_GUARD,MOVE_AIR_CUTTER,MOVE_BITE,MOVE_HAZE
248,Ed,TRAINERCLASS_BUG_CATCHER,SINGLE_BATTLE,0,SPECIES_SHELMET,43,MOVE_GIGA_DRAIN,MOVE_GUARD_SWAP,MOVE_BODY_SLAM,MOVE_RECOVER
248,Ed,TRAINERCLASS_BUG_CATCHER,SINGLE_BATTLE,1,SPECIES_DURANT,43,MOVE_DIG,MOVE_X_SCISSOR,MOVE_CRUNCH,MOVE_METAL_SOUND
248,Ed,TRAINERCLASS_BUG_CATCHER,SINGLE_BATTLE,2,SPECIES_LEDIAN,43,MOVE_BATON_PASS,MOVE_AGILITY,MOVE_BUG_BUZZ,MOVE_AIR_SLASH
249,Don,TRAINERCLASS_BUG_CATCHER,SINGLE_BATTLE,0,SPECIES_BLIPBUG,3,MOVE_STRUGGLE_BUG,MOVE_NONE,MOVE_NONE,MOVE_NONE
249,Don,TRAINERCLASS_BUG_CATCHER,SINGLE_BATTLE,1,SPECIES_NYMBLE,3,MOVE_TACKLE,MOVE_LEER,MOVE_NONE,MOVE_NONE
250,Kenji,TRAINERCLASS_BLACK_BELT,SINGLE_BATTLE,0,SPECIES_GRAVELER,27,MOVE_BULLDOZE,MOVE_ROCK_THROW,MOVE_SMACK_DOWN,MOVE_SELF_DESTRUCT
250,Kenji,TRAINERCLASS_BLACK_BELT,SINGLE_BATTLE,1,SPECIES_MACHOKE,32,MOVE_KNOCK_OFF,MOVE_SCARY_FACE,MOVE_VITAL_THROW,MOVE_STRENGTH
250,Kenji,TRAINERCLASS_BLACK_BELT,SINGLE_BATTLE,2,SPECIES_LUNATONE,27,MOVE_ROCK_POLISH,MOVE_ROCK_SLIDE,MOVE_PSYSHOCK,MOVE_COSMIC_POWER
250,Kenji,TRAINERCLASS_BLACK_BELT,SINGLE_BATTLE,3,SPECIES_GURDURR,32,MOVE_BULK_UP,MOVE_ROCK_SLIDE,MOVE_SLAM,MOVE_SCARY_FACE
251,Nob,TRAINERCLASS_BLACK_BELT,SINGLE_BATTLE,0,SPECIES_CLOBBOPUS,25,MOVE_BIND,MOVE_DETECT,MOVE_BRICK_BREAK,MOVE_BULK_UP
251,Nob,TRAINERCLASS_BLACK_BELT,SINGLE_BATTLE,1,SPECIES_MONFERNO,25,MOVE_EMBER,MOVE_TAUNT,MOVE_FURY_SWIPES,MOVE_FLAME_WHEEL
252,Harold,TRAINERCLASS_SWIMMER_M,SINGLE_BATTLE,0,SPECIES_DUCKLETT,42,MOVE_ROOST,MOVE_RAIN_DANCE,MOVE_TAILWIND,MOVE_BRAVE_BIRD
252,Harold,TRAINERCLASS_SWIMMER_M,SINGLE_BATTLE,1,SPECIES_SLOWBRO,40,MOVE_AMNESIA,MOVE_SURF,MOVE_SLACK_OFF,MOVE_PSYCHIC
253,Brock,TRAINERCLASS_LEADER_BROCK,SINGLE_BATTLE,0,SPECIES_CARKOL,51,MOVE_INCINERATE,MOVE_STEALTH_ROCK,MOVE_HEAT_CRASH,MOVE_ROCK_BLAST
253,Brock,TRAINERCLASS_LEADER_BROCK,SINGLE_BATTLE,1,SPECIES_TYRUNT,51,MOVE_DRAGON_CLAW,MOVE_THRASH,MOVE_EARTHQUAKE,MOVE_HORN_DRILL
253,Brock,TRAINERCLASS_LEADER_BROCK,SINGLE_BATTLE,2,SPECIES_KABUTOPS,53,MOVE_ANCIENT_POWER,MOVE_BRINE,MOVE_PROTECT,MOVE_LEECH_LIFE
253,Brock,TRAINERCLASS_LEADER_BROCK,SINGLE_BATTLE,3,SPECIES_NACLSTACK,54,MOVE_STEALTH_ROCK,MOVE_HEAVY_SLAM,MOVE_EARTHQUAKE,MOVE_STONE_EDGE
253,Brock,TRAINERCLASS_LEADER_BROCK,SINGLE_BATTLE,4,SPECIES_DREDNAW,52,MOVE_HEADBUTT,MOVE_COUNTER,MOVE_JAW_LOCK,MOVE_LIQUIDATION
254,Misty,TRAINERCLASS_LEADER_MISTY,SINGLE_BATTLE,0,SPECIES_FLOATZEL,49,MOVE_DOUBLE_HIT,MOVE_WHIRLPOOL,MOVE_LIQUIDATION,MOVE_AQUA_TAIL
254,Misty,TRAINERCLASS_LEADER_MISTY,SINGLE_BATTLE,1,SPECIES_SEADRA,49,MOVE_BUBBLE_BEAM,MOVE_AGILITY,MOVE_WATER_PULSE,MOVE_DRAGON_PULSE
254,Misty,TRAINERCLASS_LEADER_MISTY,SINGLE_BATTLE,2,SPECIES_QUAQUAVAL,52,MOVE_MEGA_KICK,MOVE_ACROBATICS,MOVE_LIQUIDATION,MOVE_FEATHER_DANCE
254,Misty,TRAINERCLASS_LEADER_MISTY,SINGLE_BATTLE,3,SPECIES_CLAWITZER,54,MOVE_WATER_PULSE,MOVE_SWORDS_DANCE,MOVE_AURA_SPHERE,MOVE_BOUNCE
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,SINGLE_BATTLE,0,SPECIES_PACHIRISU,51,MOVE_SUPER_FANG,MOVE_DISCHARGE,MOVE_LAST_RESORT,MOVE_THUNDER
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,SINGLE_BATTLE,1,SPECIES_GOLEM_ALOLAN,47,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,MOVE_DISCHARGE,MOVE_EXPLOSION
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,SINGLE_BATTLE,2,SPECIES_MAGNEZONE,47,MOVE_MAGNET_RISE,MOVE_FLASH_CANNON,MOVE_DISCHARGE,MOVE_METAL_SOUND
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,SINGLE_BATTLE,3,SPECIES_GOLEM_ALOLAN,47,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,MOVE_DISCHARGE,MOVE_EXPLOSION
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,SINGLE_BATTLE,4,SPECIES_ELECTIVIRE,53,MOVE_DISCHARGE,MOVE_LOW_KICK,MOVE_THUNDERBOLT,MOVE_LIGHT_SCREEN
256,Erika,TRAINERCLASS_LEADER_ERIKA,SINGLE_BATTLE,0,SPECIES_MEOWSCARADA,51,MOVE_SLASH,MOVE_NIGHT_SLASH,MOVE_ENERGY_BALL,MOVE_PLAY_ROUGH
256,Erika,TRAINERCLASS_LEADER_ERIKA,SINGLE_BATTLE,1,SPECIES_FLAPPLE,52,MOVE_GRAV_APPLE,MOVE_IRON_DEFENSE,MOVE_FLY,MOVE_DRAGON_RUSH
256,Erika,TRAINERCLASS_LEADER_ERIKA,SINGLE_BATTLE,2,SPECIES_MEGANIUM,56,MOVE_SWEET_SCENT,MOVE_LIGHT_SCREEN,MOVE_BODY_SLAM,MOVE_SAFEGUARD
256,Erika,TRAINERCLASS_LEADER_ERIKA,SINGLE_BATTLE,3,SPECIES_EXEGGUTOR_ALOLAN,56,MOVE_WOOD_HAMMER,MOVE_HYPNOSIS,MOVE_SYNTHESIS,MOVE_ABSORB
257,Janine,TRAINERCLASS_LEADER_JANINE,SINGLE_BATTLE,0,SPECIES_GOLBAT,47,MOVE_QUICK_GUARD,MOVE_AIR_CUTTER,MOVE_BITE,MOVE_HAZE
257,Janine,TRAINERCLASS_LEADER_JANINE,SINGLE_BATTLE,1,SPECIES_WEEZING_GALARIAN,44,MOVE_SELF_DESTRUCT,MOVE_SLUDGE_BOMB,MOVE_TOXIC,MOVE_BELCH
257,Janine,TRAINERCLASS_LEADER_JANINE,SINGLE_BATTLE,2,SPECIES_SKORUPI,47,MOVE_NIGHT_SLASH,MOVE_CROSS_POISON,MOVE_X_SCISSOR,MOVE_ACUPRESSURE
