original_species,candidate_species,shared_types,shared_egggroups,bst_delta,category_rule,fallback_tier
SPECIES_DUCKLETT,SPECIES_DODUO,FLYING,FLYING,5,normal_pool,1
SPECIES_DUCKLETT,SPECIES_REMORAID,WATER,WATER_1,-5,normal_pool,1
SPECIES_DUCKLETT,SPECIES_MUDKIP,WATER,WATER_1,5,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SWABLU,FLYING,FLYING,5,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SOBBLE,WATER,WATER_1,5,normal_pool,1
SPECIES_DUCKLETT,SPECIES_QUAXLY,WATER,"FLYING,WATER_1",5,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SQUIRTLE,WATER,WATER_1,9,normal_pool,1
SPECIES_DUCKLETT,SPECIES_TOTODILE,WATER,WATER_1,9,normal_pool,1
SPECIES_DUCKLETT,SPECIES_PIPLUP,WATER,WATER_1,9,normal_pool,1
SPECIES_DUCKLETT,SPECIES_FROAKIE,WATER,WATER_1,9,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SLOWPOKE,WATER,WATER_1,10,normal_pool,1
SPECIES_DUCKLETT,SPECIES_HORSEA,WATER,WATER_1,-10,normal_pool,1
SPECIES_DUCKLETT,SPECIES_TYMPOLE,WATER,WATER_1,-11,normal_pool,1
SPECIES_DUCKLETT,SPECIES_PSYDUCK,WATER,WATER_1,15,normal_pool,1
SPECIES_DUCKLETT,SPECIES_NATU,FLYING,FLYING,15,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SPHEAL,WATER,WATER_1,-15,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SKRELP,WATER,WATER_1,15,normal_pool,1
SPECIES_DUCKLETT,SPECIES_ROWLET,FLYING,FLYING,15,normal_pool,1
SPECIES_DUCKLETT,SPECIES_POPPLIO,WATER,WATER_1,15,normal_pool,1
SPECIES_DUCKLETT,SPECIES_WOOBAT,FLYING,FLYING,18,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SEEL,WATER,WATER_1,20,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SHELLOS,WATER,WATER_1,20,normal_pool,1
SPECIES_DUCKLETT,SPECIES_CHEWTLE,WATER,WATER_1,-21,normal_pool,1
SPECIES_DUCKLETT,SPECIES_DELIBIRD,FLYING,WATER_1,25,normal_pool,1
SPECIES_DUCKLETT,SPECIES_BUIZEL,WATER,WATER_1,25,normal_pool,1
SPECIES_DUCKLETT,SPECIES_CLAUNCHER,WATER,WATER_1,25,normal_pool,1
SPECIES_DUCKLETT,SPECIES_WATTREL,FLYING,"FLYING,WATER_1",-25,normal_pool,1
SPECIES_DUCKLETT,SPECIES_FLETCHLING,FLYING,FLYING,-27,normal_pool,1
SPECIES_DUCKLETT,SPECIES_LOMBRE,WATER,WATER_1,35,normal_pool,1
SPECIES_DUCKLETT,SPECIES_TAILLOW,FLYING,FLYING,-35,normal_pool,1
SPECIES_DUCKLETT,SPECIES_WINGULL,"FLYING,WATER","FLYING,WATER_1",-35,normal_pool,1
SPECIES_DUCKLETT,SPECIES_STARAVIA,FLYING,FLYING,35,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SURSKIT,WATER,WATER_1,-36,normal_pool,1
SPECIES_DUCKLETT,SPECIES_DEWPIDER,WATER,WATER_1,-36,normal_pool,1
SPECIES_DUCKLETT,SPECIES_CLAMPERL,WATER,WATER_1,40,normal_pool,1
SPECIES_DUCKLETT,SPECIES_PIKIPEK,FLYING,FLYING,-40,normal_pool,1
SPECIES_DUCKLETT,SPECIES_PIDOVE,FLYING,FLYING,-41,normal_pool,1
SPECIES_DUCKLETT,SPECIES_SPEAROW,FLYING,FLYING,-43,normal_pool,1
SPECIES_DUCKLETT,SPECIES_HOOTHOOT,FLYING,FLYING,-43,normal_pool,1
SPECIES_DUCKLETT,SPECIES_PIDGEOTTO,FLYING,FLYING,44,normal_pool,1
SPECIES_DUCKLETT,SPECIES_RUFFLET,FLYING,FLYING,45,normal_pool,1
SPECIES_DUCKLETT,SPECIES_OMANYTE,WATER,WATER_1,50,normal_pool,2
SPECIES_DUCKLETT,SPECIES_KABUTO,WATER,WATER_1,50,normal_pool,2
SPECIES_DUCKLETT,SPECIES_TIRTOUGA,WATER,WATER_1,50,normal_pool,2
SPECIES_DUCKLETT,SPECIES_TRUMBEAK,FLYING,FLYING,50,normal_pool,2
SPECIES_DUCKLETT,SPECIES_TRANQUILL,FLYING,FLYING,53,normal_pool,2
SPECIES_DUCKLETT,SPECIES_PIDGEY,FLYING,FLYING,-54,normal_pool,2
SPECIES_DUCKLETT,SPECIES_MARILL,WATER,WATER_1,-55,normal_pool,2
SPECIES_DUCKLETT,SPECIES_ZUBAT,FLYING,FLYING,-60,normal_pool,2
SPECIES_DUCKLETT,SPECIES_STARLY,FLYING,FLYING,-60,normal_pool,2
SPECIES_DUCKLETT,SPECIES_NOIBAT,FLYING,FLYING,-60,normal_pool,2
SPECIES_DUCKLETT,SPECIES_ROOKIDEE,FLYING,FLYING,-60,normal_pool,2
SPECIES_DUCKLETT,SPECIES_CORVISQUIRE,FLYING,FLYING,60,normal_pool,2
SPECIES_DUCKLETT,SPECIES_VULLABY,FLYING,FLYING,65,normal_pool,2
SPECIES_DUCKLETT,SPECIES_FARFETCHD,FLYING,FLYING,72,normal_pool,3
SPECIES_DUCKLETT,SPECIES_FLETCHINDER,FLYING,FLYING,77,normal_pool,3
SPECIES_DUCKLETT,SPECIES_PALPITOAD,WATER,WATER_1,79,normal_pool,3
SPECIES_DUCKLETT,SPECIES_POLIWHIRL,WATER,WATER_1,80,normal_pool,3
SPECIES_DUCKLETT,SPECIES_LOTAD,WATER,WATER_1,-85,normal_pool,3
SPECIES_DUCKLETT,SPECIES_WOOPER,WATER,WATER_1,-95,normal_pool,3
SPECIES_DUCKLETT,SPECIES_ARCHEN,FLYING,FLYING,96,normal_pool,3
SPECIES_DUCKLETT,SPECIES_WARTORTLE,WATER,WATER_1,100,normal_pool,3
SPECIES_DUCKLETT,SPECIES_CROCONAW,WATER,WATER_1,100,normal_pool,3
SPECIES_DUCKLETT,SPECIES_TOGETIC,FLYING,FLYING,100,normal_pool,3
SPECIES_DUCKLETT,SPECIES_MURKROW,FLYING,FLYING,100,normal_pool,3
SPECIES_DUCKLETT,SPECIES_MARSHTOMP,WATER,WATER_1,100,normal_pool,3
SPECIES_DUCKLETT,SPECIES_PRINPLUP,WATER,WATER_1,100,normal_pool,3
SPECIES_DUCKLETT,SPECIES_FROGADIER,WATER,WATER_1,100,normal_pool,3
SPECIES_DUCKLETT,SPECIES_CORSOLA,WATER,WATER_1,105,normal_pool,3
SPECIES_DUCKLETT,SPECIES_FEEBAS,WATER,WATER_1,-105,normal_pool,3
SPECIES_DUCKLETT,SPECIES_SEALEO,WATER,WATER_1,105,normal_pool,3
SPECIES_DUCKLETT,SPECIES_BIBAREL,WATER,WATER_1,105,normal_pool,3
SPECIES_DUCKLETT,SPECIES_PYUKUMUKU,WATER,WATER_1,105,normal_pool,3
SPECIES_DUCKLETT,SPECIES_QUAXWELL,WATER,"FLYING,WATER_1",105,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_OBSTAGOON,NORMAL,FIELD,0,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_FARIGIRAF,NORMAL,FIELD,0,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_WYRDEER,NORMAL,FIELD,5,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_ZOROARK_HISUIAN,NORMAL,FIELD,-10,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_PYROAR,NORMAL,FIELD,-13,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_PYROAR_FEMALE,NORMAL,FIELD,-13,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_CYCLIZAR,NORMAL,FIELD,-19,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_URSARING,NORMAL,FIELD,-20,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_STOUTLAND,NORMAL,FIELD,-20,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_BEWEAR,NORMAL,FIELD,-20,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_TAUROS,NORMAL,FIELD,-30,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_MILTANK,NORMAL,FIELD,-30,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_EXPLOUD,NORMAL,FIELD,-30,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_BOUFFALANT,NORMAL,FIELD,-30,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_ORANGURU,NORMAL,FIELD,-30,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_DUBWOOL,NORMAL,FIELD,-30,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_URSALUNA,NORMAL,FIELD,30,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_OINKOLOGNE,NORMAL,FIELD,-31,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_OINKOLOGNE_FEMALE,NORMAL,FIELD,-31,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_GRAFAIAI,NORMAL,FIELD,-35,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_AMBIPOM,NORMAL,FIELD,-38,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_LOPUNNY,NORMAL,FIELD,-40,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_KOMALA,NORMAL,FIELD,-40,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_SAWSBUCK,NORMAL,FIELD,-45,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_SAWSBUCK_SUMMER,NORMAL,FIELD,-45,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_SAWSBUCK_AUTUMN,NORMAL,FIELD,-45,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_SAWSBUCK_WINTER,NORMAL,FIELD,-45,normal_pool,1
SPECIES_DUDUNSPARCE,SPECIES_FURFROU,NORMAL,FIELD,-48,normal_pool,2
SPECIES_DUDUNSPARCE,SPECIES_CINCCINO,NORMAL,FIELD,-50,normal_pool,2
SPECIES_DUDUNSPARCE,SPECIES_MAUSHOLD,NORMAL,FIELD,-50,normal_pool,2
SPECIES_DUDUNSPARCE,SPECIES_STANTLER,NORMAL,FIELD,-55,normal_pool,2
SPECIES_DUDUNSPARCE,SPECIES_GREEDENT,NORMAL,FIELD,-60,normal_pool,2
SPECIES_DUDUNSPARCE,SPECIES_ZANGOOSE,NORMAL,FIELD,-62,normal_pool,2
SPECIES_DUDUNSPARCE,SPECIES_GIRAFARIG,NORMAL,FIELD,-65,normal_pool,2
SPECIES_DUDUNSPARCE,SPECIES_PURUGLY,NORMAL,FIELD,-68,normal_pool,2
SPECIES_DUDUNSPARCE,SPECIES_PERSIAN,NORMAL,FIELD,-80,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_VIGOROTH,NORMAL,FIELD,-80,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_KECLEON,NORMAL,FIELD,-80,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_DIGGERSBY,NORMAL,FIELD,-97,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_LINOONE,NORMAL,FIELD,-100,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_WATCHOG,NORMAL,FIELD,-100,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_LINOONE_GALARIAN,NORMAL,FIELD,-100,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_GUMSHOOS,NORMAL,FIELD,-102,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_FURRET,NORMAL,FIELD,-105,normal_pool,3
SPECIES_DUDUNSPARCE,SPECIES_DUNSPARCE,NORMAL,FIELD,-105,normal_pool,3
SPECIES_DUGTRIO,SPECIES_DUGTRIO_ALOLAN,GROUND,FIELD,0,normal_pool,1
SPECIES_DUGTRIO,SPECIES_DIGGERSBY,GROUND,FIELD,-2,normal_pool,1
SPECIES_DUGTRIO,SPECIES_QUAGSIRE,GROUND,FIELD,5,normal_pool,1
SPECIES_DUGTRIO,SPECIES_CLODSIRE,GROUND,FIELD,5,normal_pool,1
SPECIES_DUGTRIO,SPECIES_SANDSLASH,GROUND,FIELD,25,normal_pool,1
SPECIES_DUGTRIO,SPECIES_PILOSWINE,GROUND,FIELD,25,normal_pool,1
SPECIES_DUGTRIO,SPECIES_CAMERUPT,GROUND,FIELD,35,normal_pool,1
SPECIES_DUGTRIO,SPECIES_MUDBRAY,GROUND,FIELD,-40,normal_pool,1
SPECIES_DUGTRIO,SPECIES_RHYDON,GROUND,FIELD,60,normal_pool,2
SPECIES_DUGTRIO,SPECIES_KROKOROK,GROUND,FIELD,-74,normal_pool,3
SPECIES_DUGTRIO,SPECIES_DONPHAN,GROUND,FIELD,75,normal_pool,3
SPECIES_DUGTRIO,SPECIES_MUDSDALE,GROUND,FIELD,75,normal_pool,3
SPECIES_DUGTRIO,SPECIES_NIDOKING,GROUND,FIELD,80,normal_pool,3
SPECIES_DUGTRIO,SPECIES_RHYHORN,GROUND,FIELD,-80,normal_pool,3
SPECIES_DUGTRIO,SPECIES_EXCADRILL,GROUND,FIELD,83,normal_pool,3
SPECIES_DUGTRIO,SPECIES_SANDACONDA,GROUND,FIELD,85,normal_pool,3
SPECIES_DUGTRIO,SPECIES_KROOKODILE,GROUND,FIELD,94,normal_pool,3
SPECIES_DUGTRIO,SPECIES_PHANPY,GROUND,FIELD,-95,normal_pool,3
SPECIES_DUGTRIO,SPECIES_HIPPOPOTAS,GROUND,FIELD,-95,normal_pool,3
SPECIES_DUGTRIO,SPECIES_DRILBUR,GROUND,FIELD,-97,normal_pool,3
SPECIES_DUGTRIO,SPECIES_HIPPOWDON,GROUND,FIELD,100,normal_pool,3
SPECIES_DUGTRIO,SPECIES_MAMOSWINE,GROUND,FIELD,105,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_DUGTRIO,GROUND,FIELD,0,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_DIGGERSBY,GROUND,FIELD,-2,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_QUAGSIRE,GROUND,FIELD,5,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_CLODSIRE,GROUND,FIELD,5,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_TOGEDEMARU,STEEL,FIELD,10,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_PERRSERKER,STEEL,FIELD,15,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_SANDSLASH,GROUND,FIELD,25,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_PILOSWINE,GROUND,FIELD,25,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_SANDSLASH_ALOLAN,STEEL,FIELD,25,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_CAMERUPT,GROUND,FIELD,35,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_MUDBRAY,GROUND,FIELD,-40,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_MAWILE,STEEL,FIELD,-45,normal_pool,1
SPECIES_DUGTRIO_ALOLAN,SPECIES_ORTHWORM,STEEL,FIELD,55,normal_pool,2
SPECIES_DUGTRIO_ALOLAN,SPECIES_RHYDON,GROUND,FIELD,60,normal_pool,2
SPECIES_DUGTRIO_ALOLAN,SPECIES_KROKOROK,GROUND,FIELD,-74,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_DONPHAN,GROUND,FIELD,75,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_MUDSDALE,GROUND,FIELD,75,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_COPPERAJAH,STEEL,FIELD,75,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_NIDOKING,GROUND,FIELD,80,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_RHYHORN,GROUND,FIELD,-80,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_EXCADRILL,"GROUND,STEEL",FIELD,83,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_SANDACONDA,GROUND,FIELD,85,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_KROOKODILE,GROUND,FIELD,94,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_PHANPY,GROUND,FIELD,-95,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_HIPPOPOTAS,GROUND,FIELD,-95,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_CUFANT,STEEL,FIELD,-95,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_DRILBUR,GROUND,FIELD,-97,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_LUCARIO,STEEL,FIELD,100,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_HIPPOWDON,GROUND,FIELD,100,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_EMPOLEON,STEEL,FIELD,105,normal_pool,3
SPECIES_DUGTRIO_ALOLAN,SPECIES_MAMOSWINE,GROUND,FIELD,105,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_FURRET,NORMAL,FIELD,0,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_RATICATE,NORMAL,FIELD,-2,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_RATICATE_ALOLAN,NORMAL,FIELD,-2,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_RATICATE_ALOLAN_LARGE,NORMAL,FIELD,-2,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_GUMSHOOS,NORMAL,FIELD,3,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_LINOONE,NORMAL,FIELD,5,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_BIBAREL,NORMAL,FIELD,-5,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_WATCHOG,NORMAL,FIELD,5,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_LINOONE_GALARIAN,NORMAL,FIELD,5,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_DIGGERSBY,NORMAL,FIELD,8,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_DELCATTY,NORMAL,FIELD,-15,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_PERSIAN,NORMAL,FIELD,25,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_VIGOROTH,NORMAL,FIELD,25,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_KECLEON,NORMAL,FIELD,25,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_PURUGLY,NORMAL,FIELD,37,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_FARFETCHD,NORMAL,FIELD,-38,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_GIRAFARIG,NORMAL,FIELD,40,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_ZANGOOSE,NORMAL,FIELD,43,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_HERDIER,NORMAL,FIELD,-45,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_GREEDENT,NORMAL,FIELD,45,normal_pool,1
SPECIES_DUNSPARCE,SPECIES_LITLEO,NORMAL,FIELD,-46,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_STANTLER,NORMAL,FIELD,50,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_AIPOM,NORMAL,FIELD,-55,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_LOUDRED,NORMAL,FIELD,-55,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_SPINDA,NORMAL,FIELD,-55,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_CINCCINO,NORMAL,FIELD,55,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_MAUSHOLD,NORMAL,FIELD,55,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_FURFROU,NORMAL,FIELD,57,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_SAWSBUCK,NORMAL,FIELD,60,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_SAWSBUCK_SUMMER,NORMAL,FIELD,60,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_SAWSBUCK_AUTUMN,NORMAL,FIELD,60,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_SAWSBUCK_WINTER,NORMAL,FIELD,60,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_BUNEARY,NORMAL,FIELD,-65,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_LOPUNNY,NORMAL,FIELD,65,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_KOMALA,NORMAL,FIELD,65,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_AMBIPOM,NORMAL,FIELD,67,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_GRAFAIAI,NORMAL,FIELD,70,normal_pool,2
SPECIES_DUNSPARCE,SPECIES_OINKOLOGNE,NORMAL,FIELD,74,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_OINKOLOGNE_FEMALE,NORMAL,FIELD,74,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_TAUROS,NORMAL,FIELD,75,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_MILTANK,NORMAL,FIELD,75,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_EXPLOUD,NORMAL,FIELD,75,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_BOUFFALANT,NORMAL,FIELD,75,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_STUFFUL,NORMAL,FIELD,-75,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_ORANGURU,NORMAL,FIELD,75,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_DUBWOOL,NORMAL,FIELD,75,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_DEERLING,NORMAL,FIELD,-80,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_DEERLING_SUMMER,NORMAL,FIELD,-80,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_DEERLING_AUTUMN,NORMAL,FIELD,-80,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_DEERLING_WINTER,NORMAL,FIELD,-80,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_TEDDIURSA,NORMAL,FIELD,-85,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_URSARING,NORMAL,FIELD,85,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_STOUTLAND,NORMAL,FIELD,85,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_BEWEAR,NORMAL,FIELD,85,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_ZORUA_HISUIAN,NORMAL,FIELD,-85,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_CYCLIZAR,NORMAL,FIELD,86,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_EEVEE,NORMAL,FIELD,-90,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_PYROAR,NORMAL,FIELD,92,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_PYROAR_FEMALE,NORMAL,FIELD,92,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_ZOROARK_HISUIAN,NORMAL,FIELD,95,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_GLAMEOW,NORMAL,FIELD,-105,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_OBSTAGOON,NORMAL,FIELD,105,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_FARIGIRAF,NORMAL,FIELD,105,normal_pool,3
SPECIES_DUNSPARCE,SPECIES_DUDUNSPARCE,NORMAL,FIELD,105,normal_pool,3
SPECIES_DUOSION,SPECIES_WOBBUFFET,PSYCHIC,AMORPHOUS,35,normal_pool,1
SPECIES_DUOSION,SPECIES_SOLOSIS,PSYCHIC,AMORPHOUS,-80,normal_pool,3
SPECIES_DUOSION,SPECIES_CHIMECHO,PSYCHIC,AMORPHOUS,85,normal_pool,3
SPECIES_DUOSION,SPECIES_KIRLIA,PSYCHIC,AMORPHOUS,-92,normal_pool,3
SPECIES_DURALUDON,SPECIES_MAGNEZONE,STEEL,MINERAL,0,normal_pool,1
SPECIES_DURALUDON,SPECIES_NOIVERN,DRAGON,DRAGON,0,normal_pool,1
SPECIES_DURALUDON,SPECIES_KINGDRA,DRAGON,DRAGON,5,normal_pool,1
SPECIES_DURALUDON,SPECIES_HAXORUS,DRAGON,DRAGON,5,normal_pool,1
SPECIES_DURALUDON,SPECIES_HYDRAPPLE,DRAGON,DRAGON,5,normal_pool,1
SPECIES_DURALUDON,SPECIES_PROBOPASS,STEEL,MINERAL,-10,normal_pool,1
SPECIES_DURALUDON,SPECIES_TYRANTRUM,DRAGON,DRAGON,-14,normal_pool,1
SPECIES_DURALUDON,SPECIES_FLYGON,DRAGON,DRAGON,-15,normal_pool,1
SPECIES_DURALUDON,SPECIES_KLINKLANG,STEEL,MINERAL,-15,normal_pool,1
SPECIES_DURALUDON,SPECIES_STEELIX,STEEL,MINERAL,-25,normal_pool,1
SPECIES_DURALUDON,SPECIES_BRONZONG,STEEL,MINERAL,-35,normal_pool,1
SPECIES_DURALUDON,SPECIES_AEGISLASH,STEEL,MINERAL,-35,normal_pool,1
SPECIES_DURALUDON,SPECIES_COPPERAJAH,STEEL,MINERAL,-35,normal_pool,1
SPECIES_DURALUDON,SPECIES_REVAVROOM,STEEL,MINERAL,-35,normal_pool,1
SPECIES_DURALUDON,SPECIES_DRAGALGE,DRAGON,DRAGON,-41,normal_pool,1
SPECIES_DURALUDON,SPECIES_ALTARIA,DRAGON,DRAGON,-45,normal_pool,1
SPECIES_DURALUDON,SPECIES_FERROTHORN,STEEL,MINERAL,-46,normal_pool,2
SPECIES_DURALUDON,SPECIES_DRUDDIGON,DRAGON,DRAGON,-50,normal_pool,2
SPECIES_DURALUDON,SPECIES_TURTONATOR,DRAGON,DRAGON,-50,normal_pool,2
SPECIES_DURALUDON,SPECIES_DRAMPA,DRAGON,DRAGON,-50,normal_pool,2
SPECIES_DURALUDON,SPECIES_FLAPPLE,DRAGON,DRAGON,-50,normal_pool,2
SPECIES_DURALUDON,SPECIES_APPLETUN,DRAGON,DRAGON,-50,normal_pool,2
SPECIES_DURALUDON,SPECIES_DIPPLIN,DRAGON,DRAGON,-50,normal_pool,2
SPECIES_DURALUDON,SPECIES_DRAGONITE,DRAGON,DRAGON,65,normal_pool,2
SPECIES_DURALUDON,SPECIES_SALAMENCE,DRAGON,DRAGON,65,normal_pool,2
SPECIES_DURALUDON,SPECIES_METAGROSS,STEEL,MINERAL,65,normal_pool,2
SPECIES_DURALUDON,SPECIES_GARCHOMP,DRAGON,DRAGON,65,normal_pool,2
SPECIES_DURALUDON,SPECIES_HYDREIGON,DRAGON,DRAGON,65,normal_pool,2
SPECIES_DURALUDON,SPECIES_GOODRA,DRAGON,DRAGON,65,normal_pool,2
SPECIES_DURALUDON,SPECIES_KLEFKI,STEEL,MINERAL,-65,normal_pool,2
SPECIES_DURALUDON,SPECIES_KOMMO_O,DRAGON,DRAGON,65,normal_pool,2
SPECIES_DURALUDON,SPECIES_DRAGAPULT,DRAGON,DRAGON,65,normal_pool,2
SPECIES_DURALUDON,SPECIES_BAXCALIBUR,DRAGON,"DRAGON,MINERAL",65,normal_pool,2
SPECIES_DURALUDON,SPECIES_ARCHALUDON,"DRAGON,STEEL","DRAGON,MINERAL",65,normal_pool,2
