trainer_id,trainer_name,trainer_class,slot,species,level,move1,move2,move3,move4,learned_move_count,used_move_none,tie_broken,seed
210,Caroline,TRAINERCLASS_BEAUTY,0,SPECIES_MAREANIE,38,MOVE_RECOVER,MOVE_PIN_MISSILE,MOVE_TOXIC_SPIKES,MOVE_LIQUIDATION,9,0,0,42
210,Caroline,TRAINERCLASS_BEAUTY,1,SPECIES_OSHAWOTT,40,MOVE_AQUA_JET,MOVE_ENCORE,MOVE_AQUA_TAIL,MOVE_RETALIATE,13,0,0,42
210,Caroline,TRAINERCLASS_BEAUTY,2,SPECIES_FROAKIE,38,MOVE_ROUND,MOVE_FLING,MOVE_SMACK_DOWN,MOVE_SUBSTITUTE,11,0,0,42
211,Huey,TRAINERCLASS_SAILOR,0,SPECIES_SEALEO,18,MOVE_DEFENSE_CURL,MOVE_GROWL,MOVE_POWDER_SNOW,MOVE_REST,8,0,1,42
211,Huey,TRAINERCLASS_SAILOR,1,SPECIES_ARAQUANID,20,MOVE_WATER_GUN,MOVE_BUBBLE_BEAM,MOVE_AQUA_RING,MOVE_HEADBUTT,8,0,1,42
212,Terrell,TRAINERCLASS_SAILOR,0,SPECIES_BIBAREL,20,MOVE_DEFENSE_CURL,MOVE_ROLLOUT,MOVE_HEADBUTT,MOVE_TAUNT,9,0,0,42
213,Kent,TRAINERCLASS_SAILOR,0,SPECIES_DEWPIDER,18,MOVE_BUG_BITE,MOVE_BITE,MOVE_BUBBLE_BEAM,MOVE_AQUA_RING,6,0,0,42
213,Kent,TRAINERCLASS_SAILOR,1,SPECIES_ANORITH,20,MOVE_SMACK_DOWN,MOVE_METAL_CLAW,MOVE_ANCIENT_POWER,MOVE_BUG_BITE,7,0,0,42
214,Roberto,TRAINERCLASS_SAILOR,0,SPECIES_CROAGUNK,18,MOVE_ASTONISH,MOVE_TAUNT,MOVE_FLATTER,MOVE_LOW_KICK,6,0,0,42
214,Roberto,TRAINERCLASS_SAILOR,1,SPECIES_MAKUHITA,18,MOVE_ARM_THRUST,MOVE_FAKE_OUT,MOVE_FORCE_PALM,MOVE_WHIRLWIND,7,0,0,42
214,Roberto,TRAINERCLASS_SAILOR,2,SPECIES_QUAGSIRE,18,MOVE_TAIL_WHIP,MOVE_MIST,MOVE_HAZE,MOVE_SLAM,7,0,1,42
215,Connie,TRAINERCLASS_LASS,0,SPECIES_TYMPOLE,21,MOVE_SUPERSONIC,MOVE_MUD_SHOT,MOVE_ROUND,MOVE_BUBBLE_BEAM,7,0,0,42
216,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_WOOLOO,16,MOVE_DEFENSE_CURL,MOVE_COPYCAT,MOVE_GUARD_SPLIT,MOVE_DOUBLE_KICK,6,0,0,42
216,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_HERDIER,16,MOVE_WORK_UP,MOVE_TACKLE,MOVE_BITE,MOVE_RETALIATE,5,0,1,42
216,Grunt,TRAINERCLASS_TEAM_ROCKET,2,SPECIES_BUNNELBY,16,MOVE_LASER_FOCUS,MOVE_QUICK_ATTACK,MOVE_MUD_SHOT,MOVE_FLAIL,7,0,0,42
216,Grunt,TRAINERCLASS_TEAM_ROCKET,3,SPECIES_SLAKOTH,16,MOVE_SCRATCH,MOVE_ENCORE,MOVE_SLACK_OFF,MOVE_HEADBUTT,5,0,1,42
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,0,SPECIES_FARFETCHD,18,MOVE_PECK,MOVE_LEER,MOVE_FURY_CUTTER,MOVE_CUT,5,0,1,42
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,1,SPECIES_SWELLOW,20,MOVE_FOCUS_ENERGY,MOVE_QUICK_ATTACK,MOVE_WING_ATTACK,MOVE_DOUBLE_TEAM,11,0,0,42
217,Denis,TRAINERCLASS_BIRD_KEEPER_GS,2,SPECIES_WINGULL,18,MOVE_GROWL,MOVE_QUICK_ATTACK,MOVE_SUPERSONIC,MOVE_WING_ATTACK,5,0,1,42
218,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_SKARMORY,18,MOVE_SAND_ATTACK,MOVE_FURY_ATTACK,MOVE_METAL_CLAW,MOVE_AGILITY,6,0,0,42
219,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_CHESPIN,17,MOVE_VINE_WHIP,MOVE_ROLLOUT,MOVE_BITE,MOVE_LEECH_SEED,5,0,1,42
219,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_DODUO,17,MOVE_GROWL,MOVE_QUICK_ATTACK,MOVE_FURY_ATTACK,MOVE_PLUCK,5,0,1,42
219,Grunt,TRAINERCLASS_TEAM_ROCKET,2,SPECIES_WHISMUR,17,MOVE_ECHOED_VOICE,MOVE_HOWL,MOVE_REST,MOVE_SLEEP_TALK,6,0,0,42
220,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_DWEBBLE,18,MOVE_WITHDRAW,MOVE_SMACK_DOWN,MOVE_BUG_BITE,MOVE_FLAIL,6,0,0,42
220,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_GRUBBIN,18,MOVE_VICE_GRIP,MOVE_STRING_SHOT,MOVE_BUG_BITE,MOVE_BITE,5,0,1,42
221,Mickey,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_SPEAROW,22,MOVE_FURY_ATTACK,MOVE_AERIAL_ACE,MOVE_WING_ATTACK,MOVE_TAKE_DOWN,8,0,0,42
222,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_SPINDA,19,MOVE_COPYCAT,MOVE_TEETER_DANCE,MOVE_PSYBEAM,MOVE_HYPNOSIS,5,0,0,42
223,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_TOXICROAK,17,MOVE_POISON_STING,MOVE_MUD_SLAP,MOVE_FLATTER,MOVE_LOW_KICK,6,0,1,42
223,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_STARAVIA,19,MOVE_TACKLE,MOVE_WING_ATTACK,MOVE_DOUBLE_TEAM,MOVE_ENDEAVOR,6,0,1,42
224,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_ZUBAT,16,MOVE_ABSORB,MOVE_ASTONISH,MOVE_MEAN_LOOK,MOVE_POISON_FANG,5,0,1,42
224,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_GASTLY,17,MOVE_HYPNOSIS,MOVE_MEAN_LOOK,MOVE_PAYBACK,MOVE_SPITE,6,0,0,42
224,Grunt,TRAINERCLASS_TEAM_ROCKET,2,SPECIES_RATTATA_ALOLAN,18,MOVE_FOCUS_ENERGY,MOVE_BITE,MOVE_SUPER_FANG,MOVE_CRUNCH,7,0,0,42
225,Mickey,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_GASTRODON,36,MOVE_WATER_PULSE,MOVE_ANCIENT_POWER,MOVE_BODY_SLAM,MOVE_MUDDY_WATER,8,0,0,42
226,Mickey,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_KOFFING,30,MOVE_ASSURANCE,MOVE_SLUDGE,MOVE_HAZE,MOVE_SELF_DESTRUCT,9,0,0,42
227,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_GULPIN,25,MOVE_AMNESIA,MOVE_ACID_SPRAY,MOVE_ENCORE,MOVE_TOXIC,8,0,0,42
227,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_KOFFING,25,MOVE_CLEAR_SMOG,MOVE_ASSURANCE,MOVE_SLUDGE,MOVE_HAZE,8,0,0,42
228,Grunt,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_FRILLISH,24,MOVE_WATER_PULSE,MOVE_RAIN_DANCE,MOVE_HEX,MOVE_BRINE,8,0,0,42
228,Grunt,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_GRIMER,24,MOVE_DISABLE,MOVE_SLUDGE,MOVE_MUD_SHOT,MOVE_MINIMIZE,8,0,0,42
229,Mickey,TRAINERCLASS_TEAM_ROCKET,0,SPECIES_SKITTY,15,MOVE_TACKLE,MOVE_SING,MOVE_ATTRACT,MOVE_DISARMING_VOICE,7,0,0,42
229,Mickey,TRAINERCLASS_TEAM_ROCKET,1,SPECIES_WOOLOO,15,MOVE_GROWL,MOVE_DEFENSE_CURL,MOVE_COPYCAT,MOVE_GUARD_SPLIT,5,0,1,42
230,Franklin,TRAINERCLASS_PSYCHIC_M,0,SPECIES_GOTHITA,44,MOVE_PSYCH_UP,MOVE_PSYCHIC,MOVE_FLATTER,MOVE_FUTURE_SIGHT,13,0,0,42
230,Franklin,TRAINERCLASS_PSYCHIC_M,1,SPECIES_PYROAR_FEMALE,47,MOVE_ENDEAVOR,MOVE_ECHOED_VOICE,MOVE_FLAMETHROWER,MOVE_CRUNCH,13,0,0,42
231,Edward,TRAINERCLASS_GENTLEMAN,0,SPECIES_WATCHOG,41,MOVE_FOCUS_ENERGY,MOVE_PSYCH_UP,MOVE_HYPER_FANG,MOVE_NASTY_PLOT,20,0,0,42
232,Vincent,TRAINERCLASS_GUITARIST,0,SPECIES_MORPEKO,45,MOVE_SPARK,MOVE_TORMENT,MOVE_AGILITY,MOVE_BULLET_SEED,11,0,0,42
232,Vincent,TRAINERCLASS_GUITARIST,1,SPECIES_BOLDORE,43,MOVE_HEADBUTT,MOVE_ROCK_SLIDE,MOVE_ROCK_BLAST,MOVE_SANDSTORM,13,0,0,42
232,Vincent,TRAINERCLASS_GUITARIST,2,SPECIES_HONEDGE,42,MOVE_RETALIATE,MOVE_IRON_DEFENSE,MOVE_IRON_HEAD,MOVE_POWER_TRICK,12,0,0,42
233,Eric,TRAINERCLASS_SUPER_NERD,0,SPECIES_DUSKULL,11,MOVE_LEER,MOVE_ASTONISH,MOVE_DISABLE,MOVE_SHADOW_SNEAK,4,0,0,42
233,Eric,TRAINERCLASS_SUPER_NERD,1,SPECIES_DUSKULL,11,MOVE_LEER,MOVE_ASTONISH,MOVE_DISABLE,MOVE_SHADOW_SNEAK,4,0,0,42
234,Eoin,TRAINERCLASS_HIKER,0,SPECIES_LUNATONE,42,MOVE_COSMIC_POWER,MOVE_PSYCHIC,MOVE_STONE_EDGE,MOVE_FUTURE_SIGHT,14,0,0,42
234,Eoin,TRAINERCLASS_HIKER,1,SPECIES_GRAVELER,42,MOVE_SELF_DESTRUCT,MOVE_STEALTH_ROCK,MOVE_ROCK_BLAST,MOVE_EARTHQUAKE,11,0,0,42
234,Eoin,TRAINERCLASS_HIKER,2,SPECIES_BRONZONG,42,MOVE_SAFEGUARD,MOVE_EXTRASENSORY,MOVE_HEAVY_SLAM,MOVE_IRON_DEFENSE,14,0,0,42
235,Noland,TRAINERCLASS_HIKER,0,SPECIES_CUFANT,39,MOVE_STOMP,MOVE_IRON_DEFENSE,MOVE_DIG,MOVE_STRENGTH,9,0,0,42
235,Noland,TRAINERCLASS_HIKER,1,SPECIES_FROSLASS,42,MOVE_ICY_WIND,MOVE_FROST_BREATH,MOVE_CONFUSE_RAY,MOVE_SNOWSCAPE,17,0,0,42
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,0,SPECIES_JOLTEON,43,MOVE_DOUBLE_KICK,MOVE_THUNDER_FANG,MOVE_PIN_MISSILE,MOVE_DISCHARGE,21,0,0,42
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,1,SPECIES_CARNIVINE,43,MOVE_SPIT_UP,MOVE_STOCKPILE,MOVE_SWALLOW,MOVE_CRUNCH,12,0,0,42
236,Shaye,TRAINERCLASS_ACE_TRAINER_M,2,SPECIES_STANTLER,43,MOVE_CONFUSE_RAY,MOVE_CALM_MIND,MOVE_ROLE_PLAY,MOVE_ZEN_HEADBUTT,11,0,0,42
237,Carol,TRAINERCLASS_ACE_TRAINER_F,0,SPECIES_CARKOL,43,MOVE_ANCIENT_POWER,MOVE_INCINERATE,MOVE_STEALTH_ROCK,MOVE_HEAT_CRASH,10,0,0,42
237,Carol,TRAINERCLASS_ACE_TRAINER_F,1,SPECIES_CLOYSTER,43,MOVE_TACKLE,MOVE_TOXIC_SPIKES,MOVE_WITHDRAW,MOVE_RAZOR_SHELL,18,0,1,42
237,Carol,TRAINERCLASS_ACE_TRAINER_F,2,SPECIES_EMBOAR,43,MOVE_TAKE_DOWN,MOVE_HEAT_CRASH,MOVE_ASSURANCE,MOVE_FLAMETHROWER,12,0,0,42
238,Stanly,TRAINERCLASS_SAILOR,0,SPECIES_CROAGUNK,39,MOVE_SUCKER_PUNCH,MOVE_SWAGGER,MOVE_POISON_JAB,MOVE_TOXIC,11,0,0,42
238,Stanly,TRAINERCLASS_SAILOR,1,SPECIES_MACHOKE,41,MOVE_SCARY_FACE,MOVE_VITAL_THROW,MOVE_STRENGTH,MOVE_DUAL_CHOP,10,0,0,42
238,Stanly,TRAINERCLASS_SAILOR,2,SPECIES_SHELLOS,34,MOVE_WATER_PULSE,MOVE_ANCIENT_POWER,MOVE_BODY_SLAM,MOVE_MUDDY_WATER,8,0,0,42
239,Jeff,TRAINERCLASS_SAILOR,0,SPECIES_MEDITITE,40,MOVE_PSYCH_UP,MOVE_ACUPRESSURE,MOVE_POWER_TRICK,MOVE_REVERSAL,14,0,0,42
239,Jeff,TRAINERCLASS_SAILOR,1,SPECIES_HERDIER,40,MOVE_BABY_DOLL_EYES,MOVE_PLAY_ROUGH,MOVE_CRUNCH,MOVE_TAKE_DOWN,9,0,0,42
240,Garrett,TRAINERCLASS_SAILOR,0,SPECIES_CLOYSTER,42,MOVE_IRON_DEFENSE,MOVE_HYDRO_PUMP,MOVE_AURORA_BEAM,MOVE_RAZOR_SHELL,18,0,1,42
241,Kenneth,TRAINERCLASS_SAILOR,0,SPECIES_MEDITITE,36,MOVE_HIGH_JUMP_KICK,MOVE_PSYCH_UP,MOVE_ACUPRESSURE,MOVE_POWER_TRICK,13,0,0,42
241,Kenneth,TRAINERCLASS_SAILOR,1,SPECIES_DROWZEE,36,MOVE_PSYBEAM,MOVE_PSYCH_UP,MOVE_ZEN_HEADBUTT,MOVE_SWAGGER,10,0,0,42
241,Kenneth,TRAINERCLASS_SAILOR,2,SPECIES_OCTILLERY,36,MOVE_BUBBLE_BEAM,MOVE_LOCK_ON,MOVE_BULLET_SEED,MOVE_ICE_BEAM,15,0,0,42
241,Kenneth,TRAINERCLASS_SAILOR,3,SPECIES_STUFFUL,36,MOVE_TAKE_DOWN,MOVE_FLAIL,MOVE_HAMMER_ARM,MOVE_THRASH,11,0,0,42
242,Fritz,TRAINERCLASS_JUGGLER,0,SPECIES_GOTHITELLE,37,MOVE_PSYSHOCK,MOVE_HYPNOSIS,MOVE_FAKE_TEARS,MOVE_PSYCH_UP,10,0,0,42
242,Fritz,TRAINERCLASS_JUGGLER,1,SPECIES_CINDERACE,37,MOVE_DOUBLE_KICK,MOVE_FLAME_CHARGE,MOVE_AGILITY,MOVE_HEADBUTT,10,0,0,42
242,Fritz,TRAINERCLASS_JUGGLER,2,SPECIES_PAWMO,37,MOVE_BITE,MOVE_SPARK,MOVE_THUNDER_WAVE,MOVE_SLAM,12,0,0,42
243,Katie,TRAINERCLASS_SWIMMER_F,0,SPECIES_AZUMARILL,41,MOVE_PLAY_ROUGH,MOVE_AQUA_RING,MOVE_RAIN_DANCE,MOVE_HYDRO_PUMP,15,0,0,42
244,Lance,TRAINERCLASS_CHAMPION,0,SPECIES_KINGDRA,46,MOVE_BUBBLE_BEAM,MOVE_AGILITY,MOVE_WATER_PULSE,MOVE_DRAGON_PULSE,12,0,0,42
244,Lance,TRAINERCLASS_CHAMPION,1,SPECIES_GYARADOS,49,MOVE_DRAGON_DANCE,MOVE_HYDRO_PUMP,MOVE_HURRICANE,MOVE_THRASH,18,0,0,42
244,Lance,TRAINERCLASS_CHAMPION,2,SPECIES_GOODRA,49,MOVE_WATER_PULSE,MOVE_RAIN_DANCE,MOVE_CURSE,MOVE_BODY_SLAM,15,0,0,42
244,Lance,TRAINERCLASS_CHAMPION,3,SPECIES_BRAVIARY_HISUIAN,48,MOVE_AERIAL_ACE,MOVE_SLASH,MOVE_WHIRLWIND,MOVE_CRUSH_CLAW,13,0,0,42
244,Lance,TRAINERCLASS_CHAMPION,4,SPECIES_ROSELIA,48,MOVE_GIGA_DRAIN,MOVE_SYNTHESIS,MOVE_TOXIC,MOVE_PETAL_BLIZZARD,15,0,0,42
244,Lance,TRAINERCLASS_CHAMPION,5,SPECIES_KOMMO_O,50,MOVE_IRON_DEFENSE,MOVE_DRAGON_CLAW,MOVE_NOBLE_ROAR,MOVE_DRAGON_DANCE,13,0,0,42
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,0,SPECIES_BRAVIARY_HISUIAN,40,MOVE_TAILWIND,MOVE_SCARY_FACE,MOVE_AERIAL_ACE,MOVE_SLASH,11,0,0,42
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,1,SPECIES_GOTHITELLE,41,MOVE_HYPNOSIS,MOVE_FAKE_TEARS,MOVE_PSYCH_UP,MOVE_PSYCHIC,11,0,0,42
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,2,SPECIES_EXEGGUTOR,41,MOVE_WOOD_HAMMER,MOVE_PSYSHOCK,MOVE_LEECH_SEED,MOVE_GIGA_DRAIN,18,0,1,42
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,3,SPECIES_SLOWKING_GALARIAN,41,MOVE_SURF,MOVE_SLACK_OFF,MOVE_PSYCHIC,MOVE_PSYCH_UP,19,0,0,42
245,Will,TRAINERCLASS_ELITE_FOUR_WILL,4,SPECIES_ESPATHRA,42,MOVE_PSYBEAM,MOVE_PLUCK,MOVE_AGILITY,MOVE_UPROAR,13,0,0,42
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,0,SPECIES_SHIFTRY,42,MOVE_SUNNY_DAY,MOVE_AIR_CUTTER,MOVE_PAYBACK,MOVE_HURRICANE,5,0,0,42
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,1,SPECIES_UMBREON,42,MOVE_ASSURANCE,MOVE_MOONLIGHT,MOVE_GUARD_SWAP,MOVE_DARK_PULSE,21,0,0,42
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,2,SPECIES_MUK_ALOLAN,45,MOVE_KNOCK_OFF,MOVE_CRUNCH,MOVE_SCREECH,MOVE_GUNK_SHOT,13,0,0,42
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,3,SPECIES_MURKROW,44,MOVE_ASSURANCE,MOVE_TAUNT,MOVE_MEAN_LOOK,MOVE_FOUL_PLAY,10,0,0,42
246,Karen,TRAINERCLASS_ELITE_FOUR_KAREN,4,SPECIES_MORPEKO,47,MOVE_SPARK,MOVE_TORMENT,MOVE_AGILITY,MOVE_BULLET_SEED,11,0,0,42
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,0,SPECIES_ARIADOS,40,MOVE_FURY_SWIPES,MOVE_SUCKER_PUNCH,MOVE_AGILITY,MOVE_PIN_MISSILE,15,0,0,42
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,1,SPECIES_BEEDRILL,41,MOVE_PIN_MISSILE,MOVE_POISON_JAB,MOVE_AGILITY,MOVE_ENDEAVOR,17,0,0,42
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,2,SPECIES_DRAPION,43,MOVE_PIN_MISSILE,MOVE_TOXIC,MOVE_NIGHT_SLASH,MOVE_CROSS_POISON,18,0,0,42
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,3,SPECIES_SWALOT,42,MOVE_SPIT_UP,MOVE_STOCKPILE,MOVE_SLUDGE_BOMB,MOVE_GASTRO_ACID,15,0,1,42
247,Koga,TRAINERCLASS_ELITE_FOUR_KOGA,4,SPECIES_CROBAT,44,MOVE_QUICK_GUARD,MOVE_AIR_CUTTER,MOVE_BITE,MOVE_HAZE,14,0,0,42
248,Ed,TRAINERCLASS_BUG_CATCHER,0,SPECIES_KARRABLAST,43,MOVE_SCARY_FACE,MOVE_X_SCISSOR,MOVE_SWORDS_DANCE,MOVE_TAKE_DOWN,12,0,0,42
248,Ed,TRAINERCLASS_BUG_CATCHER,1,SPECIES_RIBOMBEE,43,MOVE_DRAINING_KISS,MOVE_STRUGGLE_BUG,MOVE_COVET,MOVE_SWITCHEROO,9,0,0,42
248,Ed,TRAINERCLASS_BUG_CATCHER,2,SPECIES_PARASECT,43,MOVE_FURY_CUTTER,MOVE_SPORE,MOVE_SLASH,MOVE_GROWTH,12,0,0,42
249,Don,TRAINERCLASS_BUG_CATCHER,0,SPECIES_SNOM,3,MOVE_STRUGGLE_BUG,MOVE_POWDER_SNOW,MOVE_NONE,MOVE_NONE,2,1,0,42
249,Don,TRAINERCLASS_BUG_CATCHER,1,SPECIES_TAROUNTULA,3,MOVE_TACKLE,MOVE_STRING_SHOT,MOVE_NONE,MOVE_NONE,2,1,0,42
250,Kenji,TRAINERCLASS_BLACK_BELT,0,SPECIES_ONIX,27,MOVE_DRAGON_BREATH,MOVE_CURSE,MOVE_ROCK_SLIDE,MOVE_SCREECH,10,0,0,42
250,Kenji,TRAINERCLASS_BLACK_BELT,1,SPECIES_HITMONLEE,32,MOVE_WIDE_GUARD,MOVE_BLAZE_KICK,MOVE_FEINT,MOVE_MEGA_KICK,14,0,0,42
250,Kenji,TRAINERCLASS_BLACK_BELT,2,SPECIES_METANG,27,MOVE_ZEN_HEADBUTT,MOVE_MAGNET_RISE,MOVE_FLASH_CANNON,MOVE_TAKE_DOWN,9,0,0,42
250,Kenji,TRAINERCLASS_BLACK_BELT,3,SPECIES_TIMBURR,32,MOVE_ROCK_SLIDE,MOVE_SLAM,MOVE_SCARY_FACE,MOVE_DYNAMIC_PUNCH,10,0,0,42
251,Nob,TRAINERCLASS_BLACK_BELT,0,SPECIES_PANCHAM,25,MOVE_CIRCLE_THROW,MOVE_LOW_SWEEP,MOVE_WORK_UP,MOVE_SLASH,8,0,0,42
251,Nob,TRAINERCLASS_BLACK_BELT,1,SPECIES_CHIMCHAR,25,MOVE_FURY_SWIPES,MOVE_FLAME_WHEEL,MOVE_NASTY_PLOT,MOVE_TORMENT,8,0,0,42
252,Harold,TRAINERCLASS_SWIMMER_M,0,SPECIES_FROAKIE,42,MOVE_FLING,MOVE_SMACK_DOWN,MOVE_SUBSTITUTE,MOVE_BOUNCE,12,0,0,42
252,Harold,TRAINERCLASS_SWIMMER_M,1,SPECIES_DEWGONG,40,MOVE_AURORA_BEAM,MOVE_AQUA_JET,MOVE_BRINE,MOVE_TAKE_DOWN,12,0,0,42
253,Brock,TRAINERCLASS_LEADER_BROCK,0,SPECIES_MINIOR,51,MOVE_POWER_GEM,MOVE_DOUBLE_EDGE,MOVE_SHELL_SMASH,MOVE_EXPLOSION,15,0,0,42
253,Brock,TRAINERCLASS_LEADER_BROCK,1,SPECIES_CRANIDOS,51,MOVE_ANCIENT_POWER,MOVE_ZEN_HEADBUTT,MOVE_SCREECH,MOVE_HEAD_SMASH,12,0,0,42
253,Brock,TRAINERCLASS_LEADER_BROCK,2,SPECIES_OMASTAR,53,MOVE_ANCIENT_POWER,MOVE_BRINE,MOVE_PROTECT,MOVE_ROCK_BLAST,13,0,0,42
253,Brock,TRAINERCLASS_LEADER_BROCK,3,SPECIES_GLIMMET,54,MOVE_ROCK_SLIDE,MOVE_POWER_GEM,MOVE_ACID_ARMOR,MOVE_SLUDGE_WAVE,14,0,0,42
253,Brock,TRAINERCLASS_LEADER_BROCK,4,SPECIES_TYRANTRUM,52,MOVE_CRUNCH,MOVE_DRAGON_CLAW,MOVE_THRASH,MOVE_EARTHQUAKE,13,0,0,42
254,Misty,TRAINERCLASS_LEADER_MISTY,0,SPECIES_BIBAREL,49,MOVE_TAKE_DOWN,MOVE_SUPER_FANG,MOVE_SWORDS_DANCE,MOVE_AMNESIA,15,0,0,42
254,Misty,TRAINERCLASS_LEADER_MISTY,1,SPECIES_OMANYTE,49,MOVE_ANCIENT_POWER,MOVE_BRINE,MOVE_PROTECT,MOVE_ROCK_BLAST,11,0,0,42
254,Misty,TRAINERCLASS_LEADER_MISTY,2,SPECIES_CRAMORANT,52,MOVE_DIVE,MOVE_DRILL_PECK,MOVE_AMNESIA,MOVE_THRASH,11,0,0,42
254,Misty,TRAINERCLASS_LEADER_MISTY,3,SPECIES_GRENINJA,54,MOVE_SPIKES,MOVE_AERIAL_ACE,MOVE_SUBSTITUTE,MOVE_EXTRASENSORY,16,0,0,42
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,0,SPECIES_MINUN,51,MOVE_LAST_RESORT,MOVE_THUNDER,MOVE_NASTY_PLOT,MOVE_ENTRAINMENT,19,0,0,42
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,1,SPECIES_ELECTRODE,47,MOVE_LIGHT_SCREEN,MOVE_MAGNET_RISE,MOVE_DISCHARGE,MOVE_EXPLOSION,16,0,0,42
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,2,SPECIES_ELECTRODE,47,MOVE_LIGHT_SCREEN,MOVE_MAGNET_RISE,MOVE_DISCHARGE,MOVE_EXPLOSION,16,0,0,42
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,3,SPECIES_ELECTRODE,47,MOVE_LIGHT_SCREEN,MOVE_MAGNET_RISE,MOVE_DISCHARGE,MOVE_EXPLOSION,16,0,0,42
255,Lt. Surge,TRAINERCLASS_LEADER_LT_SURGE,4,SPECIES_ELECTABUZZ,53,MOVE_DISCHARGE,MOVE_LOW_KICK,MOVE_THUNDERBOLT,MOVE_LIGHT_SCREEN,13,0,0,42
256,Erika,TRAINERCLASS_LEADER_ERIKA,0,SPECIES_SCOVILLAIN,51,MOVE_CRUNCH,MOVE_SEED_BOMB,MOVE_SOLAR_BEAM,MOVE_OVERHEAT,17,0,0,42
256,Erika,TRAINERCLASS_LEADER_ERIKA,1,SPECIES_ARBOLIVA,52,MOVE_ENERGY_BALL,MOVE_LEECH_SEED,MOVE_TERRAIN_PULSE,MOVE_PETAL_BLIZZARD,16,0,0,42
256,Erika,TRAINERCLASS_LEADER_ERIKA,2,SPECIES_EXEGGUTOR,56,MOVE_BULLET_SEED,MOVE_GIGA_DRAIN,MOVE_CONFUSION,MOVE_SYNTHESIS,18,0,1,42
256,Erika,TRAINERCLASS_LEADER_ERIKA,3,SPECIES_HYDRAPPLE,56,MOVE_RECOVER,MOVE_ENERGY_BALL,MOVE_SUBSTITUTE,MOVE_POWER_WHIP,16,0,0,42
257,Janine,TRAINERCLASS_LEADER_JANINE,0,SPECIES_CROBAT,47,MOVE_QUICK_GUARD,MOVE_AIR_CUTTER,MOVE_BITE,MOVE_HAZE,14,0,0,42
257,Janine,TRAINERCLASS_LEADER_JANINE,1,SPECIES_MUK_ALOLAN,44,MOVE_KNOCK_OFF,MOVE_CRUNCH,MOVE_SCREECH,MOVE_GUNK_SHOT,13,0,0,42
257,Janine,TRAINERCLASS_LEADER_JANINE,2,SPECIES_DUSTOX,47,MOVE_TOXIC,MOVE_BUG_BUZZ,MOVE_PROTECT,MOVE_QUIVER_DANCE,19,0,0,42
257,Janine,TRAINERCLASS_LEADER_JANINE,3,SPECIES_DUSTOX,47,MOVE_TOXIC,MOVE_BUG_BUZZ,MOVE_PROTECT,MOVE_QUIVER_DANCE,19,0,0,42
257,Janine,TRAINERCLASS_LEADER_JANINE,4,SPECIES_DUSTOX,50,MOVE_TOXIC,MOVE_BUG_BUZZ,MOVE_PROTECT,MOVE_QUIVER_DANCE,19,0,0,42
258,Sabrina,TRAINERCLASS_LEADER_SABRINA,0,SPECIES_RAPIDASH_GALARIAN,53,MOVE_STOMP,MOVE_HEAL_PULSE,MOVE_TAKE_DOWN,MOVE_DAZZLING_GLEAM,15,0,0,42
